dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
analcatdata_authorship,1.0,,,1.0,0.0,,,,1.0,,,1.0,0.0,"Pipeline(memory=None,
     steps=[('fastica', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
    n_components=None, random_state=None, tol=0.0, w_init=None,
    whiten=True)), ('maxabsscaler', MaxAbsScaler(copy=True)), ('logisticregression', LogisticRegression(C=5.0, class_weight=None, dual=False, f...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,1803.7025029659271,,
arrhythmia,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,1980.001228570938,,
audiology,0.9473684210526316,,,0.9473684210526316,0.0,,,,0.9468365823224988,,,0.9468365823224988,0.0,"Pipeline(memory=None,
     steps=[('onehotencoder', OneHotEncoder(categorical_features=[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True,...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,0.9470342522974101,,,0.9470342522974101,0.0,0.9473684210526316,,,0.9473684210526316,0.0,1800.840542793274,,
avila-tr,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,1812.6211369037628,,
churn,0.9608,,,0.9608,0.0,,,,0.9590157346216612,,,0.9590157346216612,0.0,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=3, min_samples_split=6,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",,,0.9602548329653108,,,0.9602548329653108,0.0,0.9608,,,0.9608,0.0,1804.8316111564639,,
cifar-10,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,620.4572796821593,649.6269967556,675.3278346061708
connect-4,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,Timeout,,,,,,,,,,,,,,,,,,,1942.5817749500275,1967.614141702652,1980.000938415528
dataset_183_adult,0.8588977151748424,0.8587339284251904,0.8587339284251904,0.8587885240084078,7.720981423162467e-05,,,,0.8547471657770168,0.8547882692341223,0.8543239352125261,0.8546197900745551,0.00020987289500414816,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=6,
              max_features=0.35000000000000003, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
...35000000000000003, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('variancethreshold', VarianceThreshold(threshold=0.05)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=6,
              max_features=0.6500000000000001, max_leaf_nodes=None,
         ...   subsample=0.45, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=False))), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=4,
          ....6000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.8535562711468568,0.8535285580826579,0.853218398873566,0.8534344093676935,0.00015316092552556263,0.8588977151748424,0.8587339284251904,0.8587339284251904,0.8587885240084078,7.720981423162467e-05,1809.825469493866,1811.8532791137693,1886.9144849777224
dataset_185_yeast,0.6064690026954178,0.5983827493261455,0.6145552560646901,0.6064690026954178,0.006602398228526111,,,,0.5953707048361477,0.5902755713074394,0.6061053382906453,0.5972505381447442,0.006597762784294409,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.35000000000000003,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=7,
            min_samples_split=6, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('stackingestimator-1', StackingEstimator(estimator=BernoulliNB(alpha=0.001, binarize=0.0, class_prior=None, fit_prior=False))), ('stackingestimator-2', StackingEstimator(estimator=BernoulliNB(alpha=0.001, binarize=0.0, class_prior=None, fit_prior=False))), ('extratreesclassifier', ExtraTrees...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None,
            criterion='entropy', max_depth=None, max_features=0.1,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=2,
            min_samples_split=12, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.6035180373387959,0.5963980922221404,0.6126531788489972,0.6041897694699778,0.0066530884233665715,0.6064690026954178,0.5983827493261455,0.6145552560646901,0.6064690026954178,0.006602398228526111,1802.2233645915985,1802.3488438129425,1802.5708684921265
dataset_186_satimage,,0.9054726368159204,0.9160447761194028,0.9107587064676615,0.0052860696517412755,A pipeline has not yet been optimized. Please call fit() first.,,,,0.9024709374162512,0.9146228745325702,0.9085469059744108,0.006075968558159561,,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.4, max_leaf_nodes=None,
           min_impurity_de...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=1.0, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m....9500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,0.9041592496885082,0.914940599641268,0.9095499246648882,0.00539067497637985,,0.9054726368159204,0.9160447761194028,0.9107587064676615,0.0052860696517412755,1881.7043688297272,1846.602110147476,1840.475007534027
dataset_187_abalone,,0.2583732057416268,,0.2583732057416268,0.0,A pipeline has not yet been optimized. Please call fit() first.,,A pipeline has not yet been optimized. Please call fit() first.,,0.23074029957567144,,0.23074029957567144,0.0,,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.7500000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=11,
           min_samples_split=6, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",,,0.2219745878425602,,0.2219745878425602,0.0,,0.2583732057416268,,0.2583732057416268,0.0,1975.186473608017,1845.0986392498016,1819.9784245491028
dataset_189_baseball,0.9223880597014924,,,0.9223880597014924,0.0,,,,0.9086586299272864,,,0.9086586299272864,0.0,"Pipeline(memory=None,
     steps=[('onehotencoder', OneHotEncoder(categorical_features=[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True],
       dtype=<class 'float'>, minimum_fraction=0.05, sparse=False,
       threshold=10)), ('logisticregression', Logisti...penalty='l1', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,0.9016118467225004,,,0.9016118467225004,0.0,0.9223880597014924,,,0.9223880597014924,0.0,1806.1279661655426,,
dataset_194_eucalyptus,0.7173913043478259,,,0.7173913043478259,0.0,,,,0.7125376483868459,,,0.7125376483868459,0.0,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=2,
              max_features=0.55, max_....7000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.7120814220311603,,,0.7120814220311603,0.0,0.7173913043478259,,,0.7173913043478259,0.0,1804.18360042572,,
dataset_24_mushroom,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.8, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=3, min_samples_split=13,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])","Pipeline(memory=None,
     steps=[('decisiontreeclassifier', DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=2, min_samples_split=8,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])","Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.9500000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=9,
           min_samples_split=9, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1803.5934348106384,1806.345856666565,1803.2863399982446
dataset_26_nursery,0.9996913580246912,,,0.9996913580246912,0.0,,,,0.9995379611148074,,,0.9995379611148074,0.0,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=4,
              max_features=0.95000000....7500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.9993863903586124,,,0.9993863903586124,0.0,0.9996913580246912,,,0.9996913580246912,0.0,1824.9913167953491,,
dataset_28_optdigits,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,1821.9742949008944,,
dataset_31_credit-g,0.732,0.736,0.748,0.7386666666666667,0.006798692684790385,,,,0.7207841287573179,0.7169482175383814,0.7288605508188143,0.7221976323715045,0.004964837385488471,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.001, max_delta_step=0,
       max_depth=1, min_child_weight=6, missing=None, n_estimators=100,
       n_jobs=1, nthread=1,...      reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=0.8))])","Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=LogisticRegression(C=5.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.7000000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_sam...tors=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",0.7169733660576312,0.7163498349834984,0.7305791845718479,0.7213007952043258,0.006565748481912907,0.732,0.736,0.748,0.7386666666666667,0.006798692684790385,1801.7996757030487,1802.4721279144287,1803.478193283081
dataset_36_segment,0.9775086505190312,,,0.9775086505190312,0.0,,,,0.9775689196500372,,,0.9775689196500372,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7fe05a73bd90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
      ...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",,,0.977878461109836,,,0.977878461109836,0.0,0.9775086505190312,,,0.9775086505190312,0.0,1804.8155262470245,,
dataset_39_ecoli,0.8928571428571429,0.8928571428571429,,0.8928571428571429,0.0,,,,0.8990831350686685,0.8986579247083449,,0.8988705298885067,0.00021260518016180682,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('pipeline', Pipeline(memory=None,
     steps=[('nystroem', Nystroem(coef0=None, degree=None, gamma=0.2, kernel='polynomial',
     kernel_params=None, n_components=4, random_state=None)), ('pca', PCA(copy=True, iterated_power...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('pipeline', Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=LinearSVC(C=0.01, class_weight=None, dual=False, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=10...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,0.908314575830332,0.9082105064247922,,0.9082625411275621,5.203470276993194e-05,0.8928571428571429,0.8928571428571429,,0.8928571428571429,0.0,1803.9056367874146,1801.469332933426,
dataset_40_sonar,0.8846153846153846,,,0.8846153846153846,0.0,,,,0.8846153846153846,,,0.8846153846153846,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7f2fb6dddd90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
      ...stance'))), ('bernoullinb', BernoulliNB(alpha=0.1, binarize=0.0, class_prior=None, fit_prior=True))])",,,0.8846153846153846,,,0.8846153846153846,0.0,0.8846153846153846,,,0.8846153846153846,0.0,1801.5879347324371,,
dataset_42_soybean,0.8947368421052632,,,0.8947368421052632,0.0,,,,0.8742937424879351,,,0.8742937424879351,0.0,"Pipeline(memory=None,
     steps=[('selectfwe', SelectFwe(alpha=0.049, score_func=<function f_classif at 0x7f508825c2f0>)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.001, loss='deviance', max_depth=10,
              max_features=0.7500000000000....9500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.8618126123389279,,,0.8618126123389279,0.0,0.8947368421052632,,,0.8947368421052632,0.0,1807.319925069809,,
dataset_44_spambase,0.9582971329278888,0.9556907037358818,0.9582971329278888,0.9574283231972198,0.0012286825042337837,,,,0.958192313802158,0.9556271047564742,0.9582284305612464,0.9573492830399596,0.0012178532027446935,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.35000000000000003,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=2,
           min_samples_split=11, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=0.15000000000000002, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,...    subsample=0.8, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.45, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=2, min_samples_split=3,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.9583073485238688,0.9556377874604708,0.9582571216251392,0.9574007525364928,0.0012467731896899036,0.9582971329278888,0.9556907037358818,0.9582971329278888,0.9574283231972198,0.0012286825042337837,1890.0309653282168,1948.627380847931,1814.305587530136
dataset_54_vehicle,0.8490566037735849,,,0.8490566037735849,0.0,,,,0.8477444361854142,,,0.8477444361854142,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=GaussianNB(priors=None, var_smoothing=1e-09))), ('logisticregression', LogisticRegression(C=15.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l1', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,0.8521402203211064,,,0.8521402203211064,0.0,0.8490566037735849,,,0.8490566037735849,0.0,1827.766034126281,,
dataset_59_ionosphere,0.9659090909090908,,,0.9659090909090908,0.0,,,,0.9655154538974924,,,0.9655154538974924,0.0,"Pipeline(memory=None,
     steps=[('pca', PCA(copy=True, iterated_power=10, n_components=None, random_state=None,
  svd_solver='randomized', tol=0.0, whiten=False)), ('standardscaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse',...   subsample=0.45, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",,,0.9676425269645608,,,0.9676425269645608,0.0,0.9659090909090908,,,0.9659090909090908,0.0,1803.54124045372,,
dataset_60_waveform-5000,0.8592,,0.86,0.8595999999999999,0.0004000000000000114,,Timeout,,0.8592651117493527,,0.8600846332687615,0.859674872509057,0.0004097607597043917,"Pipeline(memory=None,
     steps=[('logisticregression', LogisticRegression(C=0.5, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l1', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,"Pipeline(memory=None,
     steps=[('linearsvc', LinearSVC(C=0.5, class_weight=None, dual=False, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.001,
     verbose=0))])",0.8595377160493058,,0.8603768657999171,0.8599572909246115,0.00041957487530563936,0.8592,,0.86,0.8595999999999999,0.0004000000000000114,1802.727865219116,1980.0011763572693,1808.2482151985168
dataset_61_iris,1.0,0.9736842105263158,0.9473684210526316,0.9736842105263158,0.021486752129677024,,,,1.0,0.9739522830846216,0.9482456140350876,0.9740659657065698,0.02112879251093444,"Pipeline(memory=None,
     steps=[('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.3, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=2,
           m...tors=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('zerocount', ZeroCount()), ('stackingestimator', StackingEstimator(estimator=LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l1', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))), ('gaussiannb', GaussianNB(priors=None, var_smoothing=1e-09))])","Pipeline(memory=None,
     steps=[('normalizer', Normalizer(copy=True, norm='l2')), ('gaussiannb', GaussianNB(priors=None, var_smoothing=1e-09))])",1.0,0.9763157894736842,0.9569377990430624,0.9777511961722488,0.017609345664667847,1.0,0.9736842105263158,0.9473684210526316,0.9736842105263158,0.021486752129677024,1801.4999856948853,1800.4350757598875,1809.6685659885406
dataset_6_letter,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,1824.6453506946564,,
dataset_9_autos,0.8269230769230769,0.8461538461538461,0.7884615384615384,0.8205128205128204,0.02398498324855091,,,,0.8304778554778554,0.8472253552898714,0.7879936155798225,0.8218989421158498,0.02493054435993921,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=6,
              max_features=0.6500000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_imp...penalty='l1', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.6000000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_sample....9000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=False))), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=9,
          ...    subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.8478021978021979,0.8500000000000001,0.7969834087481147,0.8315952021834375,0.02449067533072211,0.8269230769230769,0.8461538461538461,0.7884615384615384,0.8205128205128204,0.02398498324855091,1802.6313829422,1809.8990488052368,1802.177022218704
devnagari,,,,,,Timeout,Timeout,Timeout,,,,,,,,,,,,,,,,,,,1980.0011427402496,1980.0009474754333,1980.0009984970093
