dataset,accuracy_1,accuracy_2,accuracy_3,accuracy_mean,accuracy_std,error_1,error_2,error_3,f1score_1,f1score_2,f1score_3,f1score_mean,f1score_std,model_1,model_2,model_3,precision_1,precision_2,precision_3,precision_mean,precision_std,recall_1,recall_2,recall_3,recall_mean,recall_std,time_1,time_2,time_3
AP_Breast_Lung,,,,,,Timeout,Timeout,Timeout,,,,,,,,,,,,,,,,,,,660.0008451938628,660.0011732578278,660.0010826587678
AP_Omentum_Ovary,,,,,,Timeout,Timeout,Timeout,,,,,,,,,,,,,,,,,,,660.0007450580598,660.0008199214935,660.0008172988893
AP_Prostate_Ovary,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,604.6668295860289,608.1204316616057,621.2551734447478
AirlinesCodrnaAdult,,,,,,Timeout,Timeout,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,660.0008411407472,4124.470549345017,634.7649567127228
Amazon,,,,,,A pipeline has not yet been optimized. Please call fit() first.,Timeout,Timeout,,,,,,,,,,,,,,,,,,,632.7008926868439,660.0007157325745,660.0011692047118
CovPokElec,,,,,,A pipeline has not yet been optimized. Please call fit() first.,Timeout,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,613.9637923240663,1513.1737987995148,606.9211571216582
GCM,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,660.0009982585908,,
KDDCup99,,,,,,Timeout,Timeout,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,660.0012629032135,660.000702381134,604.677206993103
MagicTelescope,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,625.9690971374513,,
aaaData_for_UCI_named,1.0,,,1.0,0.0,,,,1.0,,,1.0,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.05, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=3, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",,,1.0,,,1.0,0.0,1.0,,,1.0,0.0,605.9276812076569,,
analcatdata_authorship,0.995260663507109,,,0.995260663507109,0.0,,,,0.9952581533761158,,,0.9952581533761158,0.0,"Pipeline(memory=None,
     steps=[('linearsvc', LinearSVC(C=10.0, class_weight=None, dual=False, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.001,
     verbose=0))])",,,0.9953184602936076,,,0.9953184602936076,0.0,0.995260663507109,,,0.995260663507109,0.0,600.7341470718384,,
arrhythmia,0.8230088495575221,,,0.8230088495575221,0.0,,,,0.8200458280657394,,,0.8200458280657394,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.01, loss='deviance', max_depth=9,
              max_features=1.0, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m....9000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.8438240059827994,,,0.8438240059827994,0.0,0.8230088495575221,,,0.8230088495575221,0.0,607.4428436756134,,
audiology,0.9473684210526316,,,0.9473684210526316,0.0,,,,0.9468365823224988,,,0.9468365823224988,0.0,"Pipeline(memory=None,
     steps=[('onehotencoder', OneHotEncoder(categorical_features=[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True,...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,0.94703425229741,,,0.94703425229741,0.0,0.9473684210526316,,,0.9473684210526316,0.0,600.6311609745027,,
avila-tr,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,640.3718209266663,,
churn,0.9536,,,0.9536,0.0,,,,0.9508168220356856,,,0.9508168220356856,0.0,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.2, max_leaf_nodes=None,
            min_impuri...obs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",,,0.9530323076923076,,,0.9530323076923076,0.0,0.9536,,,0.9536,0.0,659.9104332923888,,
connect-4,,,,,,A pipeline has not yet been optimized. Please call fit() first.,Timeout,Timeout,,,,,,,,,,,,,,,,,,,605.8207817077638,660.0008008480073,660.0007288455962
dataset_183_adult,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,Timeout,,,,,,,,,,,,,,,,,,,646.1456487178802,620.2677071094512,660.0011582374573
dataset_185_yeast,0.5983827493261455,0.6037735849056604,0.5983827493261455,0.6001796945193171,0.002541264263024421,,,,0.5870339827786292,0.5958997483395904,0.5916423874783747,0.5915253728655314,0.003620379267442896,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.4, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=11, min_samples_split=19,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])","Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.3, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=6,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])","Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.4, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=1, min_samples_split=9,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.5949953641950614,0.6041953300850323,0.5962294583481118,0.5984733842094018,0.004077274052385326,0.5983827493261455,0.6037735849056604,0.5983827493261455,0.6001796945193171,0.002541264263024421,603.1228325366974,603.9932808876038,634.501056432724
dataset_186_satimage,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,615.4860303401948,657.2920241355896,602.6761672496797
dataset_187_abalone,,,,,,A pipeline has not yet been optimized. Please call fit() first.,Timeout,Timeout,,,,,,,,,,,,,,,,,,,614.3623566627502,660.0012989044191,660.0008180141449
dataset_189_baseball,0.9402985074626866,,,0.9402985074626866,0.0,,,,0.93068916550849,,,0.93068916550849,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=GaussianNB(priors=None, var_smoothing=1e-09))), ('decisiontreeclassifier', DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=3,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=18, min_samples_split=9,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",,,0.9313071899793464,,,0.9313071899793464,0.0,0.9402985074626866,,,0.9402985074626866,0.0,601.9454646110535,,
dataset_194_eucalyptus,0.7119565217391305,,,0.7119565217391305,0.0,,,,0.7024089113545253,,,0.7024089113545253,0.0,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=None, max_features=1.0, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=3, min_samples_split=18,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",,,0.7185981268259151,,,0.7185981268259151,0.0,0.7119565217391305,,,0.7119565217391305,0.0,603.7678103446959,,
dataset_24_mushroom,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=8,
              max_features=0.6000000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ....9500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=6,
              max_features=0.45, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m...    subsample=0.2, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.6000000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_samples_split=16, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,606.812548160553,601.2897818088531,603.9362328052522
dataset_26_nursery,0.9993827160493828,,,0.9993827160493828,0.0,,,,0.999383569434992,,,0.999383569434992,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=3,
              max_features=0.7500000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ....6000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.9993863903586124,,,0.9993863903586124,0.0,0.9993827160493828,,,0.9993827160493828,0.0,617.5894379615784,,
dataset_28_optdigits,,,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,,,612.3263878822328,,
dataset_31_credit-g,0.736,0.768,0.752,0.7520000000000001,0.013063945294843627,,,,0.7188771448181194,0.7414771723122241,0.7359148936170213,0.7320897369157883,0.009614717140069262,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8500000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=2,
           min_samples_split=14, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=33, p=1,
           weights='uniform'))), ('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weig...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=LogisticRegression(C=0.01, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=...ors=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.7172799999999999,0.7582403177755709,0.7361599999999999,0.7372267725918569,0.016738984654412616,0.736,0.768,0.752,0.7520000000000001,0.013063945294843627,601.6268615722656,604.5913105010986,603.8045945167543
dataset_36_segment,0.9792387543252596,,,0.9792387543252596,0.0,,,,0.9793353037110052,,,0.9793353037110052,0.0,"Pipeline(memory=None,
     steps=[('standardscaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.6500000000000001,
           max_leaf_nodes=None, min_impurity_decreas...tors=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",,,0.9798054570580736,,,0.9798054570580736,0.0,0.9792387543252596,,,0.9792387543252596,0.0,607.9644629955293,,
dataset_39_ecoli,0.8928571428571429,0.8809523809523809,0.9047619047619048,0.8928571428571428,0.00972019739199675,,,,0.8967905110762253,0.8809981905220001,0.9068193711050854,0.8948693575677703,0.01062862376724166,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('linearsvc', LinearSVC(C=25.0, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=1e-05,
     verbose=0))])","Pipeline(memory=None,
     steps=[('stackingestimator-1', StackingEstimator(estimator=KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=50, p=1,
           weights='uniform'))), ('stackingestimator-2', StackingEstimator(estimator=BernoulliNB(alpha=...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('rbfsampler', RBFSampler(gamma=0.7000000000000001, n_components=100, random_state=None)), ('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=7,
              max_features=0.1, max_leaf_nod...    subsample=0.4, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.9097861366768928,0.8894132653061225,0.9095506623702112,0.9029166881177424,0.00954884575081567,0.8928571428571429,0.8809523809523809,0.9047619047619048,0.8928571428571428,0.00972019739199675,600.9690990447997,606.2941951751709,601.9946887493134
dataset_40_sonar,0.75,,,0.75,0.0,,,,0.7486002239641658,,,0.7486002239641658,0.0,"Pipeline(memory=None,
     steps=[('rbfsampler', RBFSampler(gamma=0.15000000000000002, n_components=100, random_state=None)), ('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8500000000000001,
           max_leaf_nodes=None, min_impur...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",,,0.7522727272727271,,,0.7522727272727271,0.0,0.75,,,0.75,0.0,601.5059485435487,,
dataset_42_soybean,0.912280701754386,,,0.912280701754386,0.0,,,,0.8920335215059094,,,0.8920335215059094,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=2,
              max_features=0.8500000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ...   subsample=0.55, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",,,0.8791379854995416,,,0.8791379854995416,0.0,0.912280701754386,,,0.912280701754386,0.0,606.6007258892058,,
dataset_44_spambase,0.9600347523892268,0.9556907037358818,0.9574283231972198,0.9577179264407758,0.0017852342898838636,,,,0.9599689126211944,0.9556271047564742,0.9572538743374472,0.9576166305717052,0.0017909993388527132,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=2, min_samples_split=9,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=10,
              max_features=0.2, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m....6000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])","Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.8500000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=4,
           min_samples_split=15, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",0.960000662936718,0.9556377874604708,0.9576333356403042,0.9577572620124976,0.0017832907623461121,0.9600347523892268,0.9556907037358818,0.9574283231972198,0.9577179264407758,0.0017852342898838636,605.8348469734193,602.4142792224884,604.6625785827638
dataset_54_vehicle,0.8066037735849056,,,0.8066037735849056,0.0,,,,0.8016627662947395,,,0.8016627662947395,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer-1', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7f7dfbebcd90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
      ...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",,,0.8023179876902825,,,0.8023179876902825,0.0,0.8066037735849056,,,0.8066037735849056,0.0,616.3169348239899,,
dataset_59_ionosphere,0.9204545454545454,,,0.9204545454545454,0.0,,,,0.91790974763111,,,0.91790974763111,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=8,
              max_features=0.4, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              mi....8500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",,,0.9292929292929292,,,0.9292929292929292,0.0,0.9204545454545454,,,0.9204545454545454,0.0,600.6619942188262,,
dataset_60_waveform-5000,,,,,,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,,,,,,,,,611.9153978824614,618.5468912124634,627.5711541175842
