V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,class
-0.6602600000000001,-0.15485,-0.71823,-0.80018,-0.7260800000000001,0.8812700000000001,0.30236,-0.55397,-0.22348,-0.64141,-0.7289,-0.37283,-0.32556999999999997,-1.7339,-0.21427,-0.057805999999999996,-0.14167000000000002,0.58673,-0.16917000000000001,0.7804800000000001,-0.5952,1.4901,1.8415,1.446,1.5765,1.3633,0.68338,0.024375,-0.013206,-0.3415,2.4212,-1.7339,0.050869,-0.22559,-0.42105,-0.35231999999999997,-0.049982,-0.076615,-0.15519000000000002,0.27414,-0.046789,-0.16374,0.026975,0.12505,-0.17438,-0.5454100000000001,0.098053,-0.08138200000000001,0.40855,0.32151,-0.50969,1
-0.45178999999999997,-0.19854000000000002,-0.6977800000000001,-0.3647,-0.030489999999999996,-0.36311,0.16910999999999998,-0.28157,-0.22475,2.3525,0.56198,1.3608,0.16748,0.45319,-0.030045,-1.165,-0.14778,0.020298,0.063138,-0.28811,-0.14397000000000001,-1.6539,-1.0948,-0.4775,-0.77581,-0.9320299999999999,-0.8308399999999999,-0.11823,-0.35804,-0.24266999999999997,-0.42073999999999995,0.45319,0.050869,-0.22559,-0.42105,-0.35231999999999997,0.48165,1.4162,0.39393,-0.26431,0.4813,0.51981,0.026975,-0.43438000000000004,-1.0481,-0.46036000000000005,-0.45788,-0.37723,-0.064902,-0.15242999999999998,0.11194000000000001,2
-0.76965,0.83152,-0.038120999999999995,-0.67574,-0.8627600000000001,-0.8578600000000001,1.104,-0.28157,0.081413,-0.7775,-0.7995800000000001,-0.31740999999999997,-0.18741,0.30407,-0.1638,-0.5421699999999999,-0.15849000000000002,-0.54614,-0.9848299999999999,-0.28811,-0.38745999999999997,0.020912,-0.022059,-0.4775,-0.4805,-0.42508999999999997,-0.60963,-0.11823,-0.27221999999999996,0.25149,-0.54705,0.30407,-0.09248200000000001,-0.22559,-0.020493,-0.09507,-0.37405,-0.6106199999999999,-0.32975,-0.26431,-0.37128,-0.16374,-0.11229000000000001,-0.2784,0.99018,0.36498,-0.25216,-0.10983,-0.47931999999999997,-0.46486000000000005,0.6247699999999999,3
-0.7798,-0.8860399999999999,-0.5211399999999999,-0.7329399999999999,-0.84659,-0.3079,0.87459,0.39943,0.39339,-0.36924,-0.68212,-0.26728,-0.15344000000000002,0.75143,-0.16874,0.76877,-0.15922,-1.1126,-0.7105199999999999,-0.28811,-0.070525,-0.8605799999999999,-0.032557,-0.4775,-0.47198999999999997,-0.63764,-0.48705,-0.11823,-0.18575,-0.44033,-0.67335,0.75143,0.050869,-0.22559,-0.020493,-0.09507,-0.40581999999999996,-0.62852,-0.36328,-0.26431,-0.40521,-0.16374,0.026975,-0.52349,0.024955,-0.47196000000000005,-0.50108,-0.4204,-0.72877,0.17903,0.6792,5
1.4105,0.47743,1.4497,1.5032,1.5337,0.068114,-1.393,-0.55397,-0.59535,-0.64141,-0.60683,-0.38074,-0.4156,-0.2924,0.010297,-0.93214,-0.11907999999999999,3.4189,3.3721,5.0549,2.9677,0.020912,-0.30303,0.0033689999999999996,-0.5646,1.1677,1.6551,-0.014246,0.4653,-0.44033,0.65289,-0.2924,-0.09248200000000001,0.18591,-0.42105,-0.35231999999999997,0.27197,2.001,0.20203,0.81258,0.25649,3.2539999999999996,-0.11229000000000001,-0.29741,-1.8149,-0.46825,-0.27147,-0.13391,1.3708,-0.46486000000000005,-1.2385,6
-0.47565,0.43977,-0.5089199999999999,-0.35475999999999996,-0.43549,-0.61817,0.62963,-0.28157,-0.22995,2.3525,1.2465,1.3608,0.4049,0.6520199999999999,-0.11525,0.5899399999999999,-0.15723,0.58673,0.38576,0.9942200000000001,0.091696,0.020912,0.014155000000000001,-0.30438000000000004,0.16164,0.18967,0.24529,-0.088506,0.1276,-0.24266999999999997,-0.67335,0.6520199999999999,0.050869,-0.22559,-0.22077,-0.22369,-0.26708000000000004,-0.26309,-0.22339,-0.26431,-0.26524000000000003,-0.16374,0.026975,-0.57834,-0.0031420000000000003,-0.3176,-0.55678,-0.4899,-0.56197,-0.30183000000000004,0.65818,6
-0.51195,-0.19138,-0.15694,-0.5351899999999999,-0.55429,-0.09753300000000001,0.53194,0.12703,0.37787,-0.5053300000000001,-0.43043000000000003,-0.25672,0.024541,-0.14329,-0.19835,0.9400200000000001,-0.15737,-0.47533000000000003,-1.1167,-0.68884,-0.60718,0.57184,0.6711,0.24381,0.15757000000000002,-0.026997000000000004,-0.55378,-0.11247,-0.25271,0.74564,-0.29443,-0.14329,-0.020807,-0.22559,0.17978,0.033554,-0.27873000000000003,-0.31678,-0.23842,-0.048934,-0.28538,0.17804,0.09661,-0.38914,0.045057,-0.3934,-0.36463,-0.25015,-0.09136,0.042797,0.078926,4
0.84144,0.83152,-0.98411,1.2535,1.0133,-0.8805799999999999,-0.5585600000000001,-0.55397,-0.44391,-0.23315999999999998,1.1576,-0.34908,-0.20351,-0.69006,-0.20836999999999997,0.049425,-0.1154,0.58673,0.2207,-1.3567,-0.51594,0.38821,0.35729,0.48425,0.57576,0.4244,0.1354,-0.084954,-0.14924,-0.44033,1.1581,-0.69006,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.09552000000000001,-0.23106999999999997,-0.10547999999999999,-0.26431,-0.090266,-0.16374,-0.11229000000000001,0.66904,0.99018,-0.5454100000000001,0.71006,1.0907,0.48495,-0.46486000000000005,-0.34631,6
-0.12587,0.048522,-0.60037,0.063106,-0.14428,-0.24486,0.22426,0.39943,0.21818,-0.36924,-0.65182,-0.26728,-0.20182999999999998,0.6520199999999999,-0.19522,0.47497,-0.15884,-0.82935,-1.1916,-0.28811,-0.092169,-0.8605799999999999,0.11419000000000001,-0.4775,-0.47631999999999997,-0.48372,-0.7386,-0.11823,-0.19892,-0.44033,-0.54705,0.6520199999999999,-0.020807,-0.22559,-0.020493,-0.09507,-0.36028000000000004,-0.5183300000000001,-0.32628,-0.26431,-0.35855,-0.16374,-0.042660000000000003,-0.55603,-0.50413,-0.42591999999999997,-0.53413,-0.46163000000000004,-0.10343,0.20854,0.04043,3
2.0094,0.83152,0.25664000000000003,1.4081,1.1637,1.8601,-1.7638,-0.82637,-0.70995,-0.23315999999999998,1.6741,-0.33325,-0.17321,-2.1315,-0.24684,-1.4957,0.08235,0.58673,0.41921,-0.28811,-0.47803,-0.7136600000000001,-1.2937,-0.4775,-0.615,-0.071134,-0.27526999999999996,-0.12516,-0.25956,3.0187,0.7792,-2.1315,-0.09248200000000001,0.5974,4.1853,2.6060000000000003,0.9381,0.54969,0.47023000000000004,-0.26431,0.92032,-0.16374,-0.11229000000000001,2.4111,0.99018,-0.5454100000000001,2.4793,1.7288,2.2579,-0.46486000000000005,-2.1318,2
-0.77387,-2.3025,-0.74652,-0.86784,-0.81929,0.081565,0.69801,-0.009172,0.55347,-0.64141,-0.47273000000000004,-0.29367,-0.004577,0.70172,0.12580999999999998,-0.41778999999999994,-0.15399000000000002,-0.22246,-0.41798,0.16987,-0.34999,0.020912,0.070904,0.0033689999999999996,-0.14368,0.074612,-0.17803,-0.081528,-0.18809,-0.44033,-0.6102,0.70172,0.12254000000000001,6.3583,-0.22077,-0.22369,0.00297,1.0696,-0.017618,6.3047,-0.001191,0.17804,0.30551,-0.54097,-1.6542,0.18848,-0.54413,-0.47412,-0.40428000000000003,0.28711,0.31939,2
-0.97077,-1.0561,-0.85021,-0.95842,-0.073505,-0.70312,0.34035,0.26323,0.1322,-0.64141,-0.44876000000000005,-0.25672,-0.019937,0.75143,-0.13939000000000001,-1.0534,-0.14906,-0.042638999999999996,-0.16492,-0.28811,-0.49518,0.020912,0.04705,0.0033689999999999996,0.33755999999999997,-0.24366999999999997,-0.21447,-0.11631,-0.22159,-0.44033,-0.67335,0.75143,0.12254000000000001,-0.22559,-0.42105,-0.35231999999999997,0.20525,0.92642,0.29683000000000004,-0.26431,0.20770999999999998,-0.16374,0.09661,-0.42355,-1.2504,-0.5454100000000001,-0.42413999999999996,-0.3244,0.61359,-0.23773000000000002,-0.54527,6
-0.79218,-0.8107800000000001,-0.59131,-0.7296,-0.91514,-0.21950999999999998,0.9011100000000001,0.39943,0.41303999999999996,-0.36924,-0.6795100000000001,-0.26728,-0.14727,0.75143,-0.1669,0.7831100000000001,-0.15921,-0.82935,-0.59858,-0.28811,-0.10153999999999999,-0.8605799999999999,-0.055045000000000004,-0.4775,-0.4842,-0.48372,-0.43165,-0.11823,-0.19308,-0.44033,-0.67335,0.75143,-0.020807,-0.22559,-0.020493,-0.09507,-0.39946,-0.60026,-0.36096,-0.26431,-0.39779000000000003,-0.16374,-0.042660000000000003,-0.52349,-0.037315,-0.43523999999999996,-0.50108,-0.4204,-0.72877,0.27101,0.65109,5
-0.789,-0.82745,-0.58732,-0.74503,-0.93014,-0.29627,0.9444799999999999,0.39943,0.40931,-0.36924,-0.67504,-0.26728,-0.14836,0.75143,-0.1609,0.69804,-0.1591,-0.82935,-0.63138,-0.28811,-0.10419,-0.8605799999999999,-0.013306,-0.4775,-0.48313999999999996,-0.5222,-0.44488,-0.11823,-0.19726,-0.44033,-0.67335,0.75143,-0.020807,-0.22559,-0.020493,-0.09507,-0.38993,-0.5663600000000001,-0.35056,-0.26431,-0.38824000000000003,-0.16374,-0.042660000000000003,-0.5268,-0.004568,-0.40738,-0.50444,-0.42458999999999997,-0.73214,0.31304,0.64164,1
-0.097535,0.42536,0.22015,-0.19225,-0.3926,-0.15511,0.4104,-0.28157,-0.071453,-0.64141,-0.68733,-0.33588,-0.24165,0.05554,-0.14732,0.32277,-0.15022,0.58673,0.065015,0.35305,0.19929000000000002,0.020912,-0.095592,-0.4775,-0.37663,0.18967,0.17658,-0.1004,-0.07448400000000001,-0.3415,0.14765999999999999,0.05554,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.17812,0.000615,-0.139,-0.15662,-0.17298,-0.16374,-0.11229000000000001,-0.57834,-0.48216000000000003,-0.13334000000000001,-0.55678,-0.4899,-0.6056199999999999,-0.46486000000000005,0.7519600000000001,6
-0.78301,-3.1366,2.2247,-0.6813899999999999,2.2418,-0.59706,-1.7638,0.39943,-0.2109,-0.64141,-0.7659199999999999,-0.25936,-0.2802,0.5526,0.058927,-0.31139,-0.13774,-1.1126,0.39944,-1.891,-0.05697000000000001,0.020912,-0.5169699999999999,0.0033689999999999996,-0.66286,-0.58052,0.14195,-0.14747000000000002,-0.16201,-0.44033,-0.42073999999999995,0.5526,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.064808,0.17956,0.004347,0.058754999999999995,-0.064817,-0.16374,-0.11229000000000001,-0.53145,-2.3238,2.0605,-0.5091600000000001,-0.43048000000000003,1.3273,-0.46486000000000005,-1.1946,5
-0.76965,0.83152,-0.038120999999999995,-0.67574,-0.8627600000000001,-0.8578600000000001,1.104,-0.28157,0.081413,-0.7775,-0.7995800000000001,-0.31740999999999997,-0.18728,0.45319,-0.16366,-0.53446,-0.15847999999999998,-0.54614,-0.98035,-0.28811,-0.38921999999999995,0.020912,-0.022059,-0.4775,-0.4805,-0.42508999999999997,-0.59731,-0.11823,-0.27276,0.053826,-0.6102,0.45319,-0.09248200000000001,-0.22559,0.38006,0.2908,-0.37087,-0.6059100000000001,-0.32859,-0.26431,-0.37022,-0.16374,-0.11229000000000001,-0.2794,0.99018,0.37529,-0.25318,-0.11109000000000001,-0.48034,-0.46486000000000005,0.62579,4
1.3865,0.83152,-0.23965999999999998,1.1608,0.9231600000000001,0.76381,-1.121,-0.55397,-0.53969,-0.36924,1.1693,-0.37019,-0.24108000000000002,-1.5351,-0.1253,-0.74622,-0.047647,1.5308,2.2745,1.8491,1.1493,0.9024,-0.60777,0.6765899999999999,-0.65415,0.93653,0.61705,-0.033152,-0.006447,-0.44033,2.2318,-1.5351,-0.09248200000000001,0.5974,-0.42105,-0.35231999999999997,-0.059512999999999996,0.23513,0.004347,1.1356,-0.054212,-0.16374,-0.11229000000000001,-0.55079,0.99018,-0.5269699999999999,-0.5288,-0.45498999999999995,-0.75655,-0.41866000000000003,0.8898299999999999,5
-0.81794,-0.84435,-0.47817,-0.75902,-0.87369,-0.3218,0.9041600000000001,0.39943,0.39760999999999996,-0.36924,-0.66242,-0.26728,-0.14356,0.5029,-0.16515,0.61037,-0.15917,-1.1126,-0.72801,-0.28811,-0.086732,-0.8605799999999999,-0.070387,-0.4775,-0.47266,-0.6184,-0.51889,-0.11823,-0.19152,0.053826,-0.67335,0.5029,0.050869,-0.22559,-0.020493,-0.09507,-0.39735,-0.60026,-0.36096,-0.26431,-0.39673,-0.16374,0.026975,-0.57834,-0.063085,-0.40738,-0.55678,-0.4899,-0.78459,0.22660999999999998,0.72088,3
-0.17082,0.048996,-0.51883,0.010706,-0.17719000000000001,-0.30504000000000003,0.27710999999999997,0.39943,0.21374,-0.36924,-0.6524300000000001,-0.26728,-0.20024,0.6520199999999999,-0.19303,0.41205,-0.15879000000000001,-1.3958,-1.3375,-0.28811,-0.089939,-0.8605799999999999,0.32627,-0.4775,-0.49765,-0.59916,-0.77141,-0.11823,-0.20285999999999998,-0.44033,-0.54705,0.6520199999999999,-0.09248200000000001,-0.22559,-0.020493,-0.09507,-0.36875,-0.56165,-0.32397,-0.26431,-0.36598,-0.16374,-0.11229000000000001,-0.55729,-0.5394399999999999,-0.2917,-0.5354,-0.46323000000000003,-0.0561,0.17060999999999998,0.004361,4
-1.0672,-0.23504,-0.93871,-1.0199,-1.1975,0.52317,0.8623,3.3958,6.9261,-0.7775,-0.85556,1.1761,5.9367,0.70172,0.073428,3.2803,-0.16041,-1.8914,-2.5812,-2.8928,-1.4958,0.020912,0.093123,-0.4775,-0.41061000000000003,-0.75618,-1.5137,-0.16635,-0.5112800000000001,-0.44033,-0.6102,0.70172,-0.09248200000000001,5.9468,-0.42105,-0.35231999999999997,-0.37511,-0.47689,-0.33205999999999997,0.27414,-0.37022,-0.16374,-0.11229000000000001,-0.57834,-1.9188,-0.5454100000000001,-0.55678,-0.4899,-0.78459,-0.46486000000000005,0.93219,3
-0.60559,0.73329,-0.62256,-0.56833,-0.7370800000000001,-0.62648,0.90156,-0.41777,-0.33283,-0.36924,-0.63454,-0.11159000000000001,-0.35368,0.6520199999999999,-0.065861,-1.3999,-0.15822,-1.5374,-1.1522,-0.28811,-0.42423,-1.3013,-0.43837,-0.4775,-0.4706,-0.9252799999999999,-0.82637,-0.11823,-0.28252,-0.44033,-0.54705,0.6520199999999999,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.41853,-0.65677,-0.37137,-0.26431,-0.41368999999999995,-0.16374,-0.11229000000000001,-0.29601,0.91207,-0.44056999999999996,-0.34474,-0.4899,-0.55278,-0.17044,0.60877,4
-0.34145,0.41231999999999996,-0.7348100000000001,-0.22775,-0.34274,-0.61253,0.54479,-0.009172,-0.20961999999999997,0.039015,-0.36025999999999997,-0.11159000000000001,-0.19295,0.60231,-0.068839,-1.6058,-0.15812,-1.8408,-1.3883,-0.28811,-0.44941000000000003,-1.081,-0.90975,-0.4775,-0.4722,-0.84703,-1.1547,-0.11823,-0.28868,-0.44033,-0.48389,0.60231,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.41853,-0.65677,-0.37137,-0.26431,-0.41368999999999995,-0.16374,-0.11229000000000001,0.07267799999999999,0.66987,-0.41311000000000003,0.051989,-0.4899,-0.10078,-0.15557,0.14903,6
-0.44591000000000003,-1.2516,-0.71241,-0.46942,-0.29346,0.25969000000000003,0.15992,0.39943,0.16624,-0.23315999999999998,0.058151,-0.16437000000000002,-0.043706,0.70172,-0.13458,0.67299,-0.15850999999999998,-1.1126,-0.58218,-0.28811,-0.25906999999999997,-0.7136600000000001,-0.47657,-0.4775,-0.4823,-0.58492,-0.55613,-0.11823,-0.23476999999999998,-0.44033,-0.6102,0.70172,0.19422,1.4204,-0.22077,-0.22369,-0.27660999999999997,-0.26969,-0.27542,0.5972,-0.28008,-0.16374,0.37515,-0.20465999999999998,-1.2219,0.09793099999999999,-0.28570999999999996,-0.35461,-0.13262000000000002,0.43033999999999994,0.00205,1
-1.1052,-3.5762,-0.8198,-1.0652,-1.2353,-0.8666200000000001,1.4393,0.80803,1.7848,-0.64141,-1.026,-0.23825,0.22349000000000002,-0.19299000000000002,0.47503999999999996,-1.3738,-0.15839,-0.93829,-0.6622100000000001,-0.28811,-0.43551999999999996,0.020912,-0.53777,-0.4775,-0.4285,-0.49494,-0.52446,-0.11823,-0.28175,-0.44033,0.52658,-0.19299000000000002,-0.09248200000000001,15.411,-0.42105,-0.35231999999999997,-0.34969,-0.26874000000000003,-0.29623,8.0278,-0.34476999999999997,-0.16374,-0.11229000000000001,-0.57247,-2.2769999999999997,-0.5139600000000001,-0.55678,-0.4899,-0.77862,-0.44516999999999995,0.9201600000000001,1
-0.24003000000000002,0.70365,-0.57052,-0.13769,-0.23933000000000001,-0.6521899999999999,0.46816,-0.009172,-0.095103,-0.36924,-0.47431,-0.30158,-0.13888,-0.093579,-0.17239000000000002,0.7270399999999999,-0.15362,0.58673,0.12808,0.16987,0.11754,0.020912,0.16993,-0.18898,-0.1209,0.18967,0.007343000000000001,-0.093532,-0.10922,-0.44033,0.40028,-0.093579,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,-0.21413000000000001,-0.17362,-0.1864,-0.26431,-0.20903000000000002,-0.16374,-0.11229000000000001,-0.57834,0.8852200000000001,-0.38034,-0.55678,-0.4899,-0.7532300000000001,-0.46486000000000005,0.90061,3
0.76908,0.22049000000000002,0.69584,1.0689,0.86569,-0.6622899999999999,-0.51234,0.67183,-0.17128,0.1751,-0.54283,-0.027155000000000002,-0.19702,0.75143,-0.18883,-0.055864,-0.15584,-0.35731999999999997,-0.49576000000000003,-0.28811,-0.5220199999999999,-1.2034,-0.4465,-0.4775,-0.44447,-0.67511,-0.49362,-0.11823,-0.30661,-0.44033,-0.67335,0.75143,0.19422,-0.22559,-0.020493,-0.09507,-0.18554,-0.27345,-0.14709,-0.26431,-0.18995,0.17804,0.23588,0.38459,0.59858,0.59007,0.40658,0.69388,0.28321999999999997,-0.36846,-0.17262,4
2.0094,0.83152,0.50479,1.9028,1.6447,0.76381,-1.7638,-0.82637,-0.70995,-0.23315999999999998,0.89665,-0.35963,-0.29441,-3.076,-0.20765,-1.5590000000000002,0.097103,0.58673,0.41921,-0.28811,-0.47803,1.1228,1.9696,1.6864,3.2112,0.46051000000000003,0.8753700000000001,0.023347,0.24094000000000002,2.7222,2.1686,-3.076,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,0.28785,-0.028582,0.30954,-0.26431,0.29361,-0.16374,-0.11229000000000001,2.4111,0.99018,-0.44028,2.4793,2.8543,2.2579,-0.46486000000000005,-2.1318,3
2.0094,0.83152,-0.61188,2.2738,2.0055,-0.058380999999999995,-1.7638,-0.82637,-0.70995,0.039015,0.5786100000000001,-0.31214000000000003,-0.31137,-2.2807,-0.1836,-1.5087,0.020822999999999998,0.58673,0.41921,-0.28811,-0.47803,0.020912,0.34614,-0.11684000000000001,0.59936,0.18967,0.12492,-0.084198,-0.11332,1.6351,1.8528,-2.2807,-0.09248200000000001,-0.22559,-0.42105,-0.35231999999999997,0.93175,0.54404,0.53728,-0.26431,0.93834,-0.16374,-0.11229000000000001,2.4111,0.99018,-0.5454100000000001,2.4793,2.6569,2.2579,-0.46486000000000005,-2.1318,6
0.4993,0.34331,0.53863,0.56495,0.45306,0.11602,-0.44898999999999994,-0.009172,-0.22624,-0.64141,-0.60409,-0.30158,-0.32966,0.10525,-0.20638,1.3691,-0.15850999999999998,0.58673,0.22714,-0.7460899999999999,0.50283,0.75548,0.0063159999999999996,0.0033689999999999996,-0.25794,0.18967,0.15403,-0.11563,0.067388,-0.14384,-0.041807,0.10525,0.050869,-0.22559,1.7819999999999998,1.3198,-0.28826999999999997,-0.34597,-0.2523,-0.048934,-0.30235,-0.16374,0.16624,-0.57834,-1.0838,-0.5454100000000001,-0.55678,-0.4899,-0.10848,0.83485,-0.14587999999999998,6
