region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
142,100,9,0.0,0.0,0.666667,0.26666599999999996,1.38889,0.907407,22.2222,21.7778,28.4444,16.4444,-1.33333,18.6667,-17.3333,28.4444,0.421994,-1.6233,brickface
119,192,9,0.11111099999999999,0.0,2.5,2.08433,6.16667,2.32618,59.5556,52.5556,74.7778,51.3333,-21.0,45.6667,-24.6667,74.7778,0.312796,-2.03818,path
104,122,9,0.0,0.0,0.444445,0.0296296,0.5,0.166667,6.40741,8.11111,7.22222,3.88889,5.11111,2.44444,-7.555560000000001,8.11111,0.520062,-0.8321200000000001,brickface
241,90,9,0.0,0.11111099999999999,5.66667,23.3778,6.77778,63.763000000000005,9.0,4.77778,15.6667,6.555560000000001,-12.6667,20.0,-7.33333,15.6667,0.762919,-2.2663900000000003,foliage
89,68,9,0.0,0.0,4.05556,3.04074,2.38889,1.21852,17.7037,17.6667,23.0,12.4444,-0.11111099999999999,15.8889,-15.7778,23.0,0.462002,-1.56397,brickface
35,62,9,0.0,0.0,0.777779,0.518519,1.22222,1.05185,21.2222,20.7778,27.2222,15.6667,-1.33333,18.0,-16.6667,27.2222,0.423121,-1.6204,brickface
205,204,9,0.0,0.0,1.55556,0.9583940000000001,1.8888900000000002,1.7722099999999998,19.0,14.3333,17.1111,25.5556,-14.0,-5.66667,19.6667,25.5556,0.439342,2.3487299999999998,grass
197,236,9,0.0,0.0,2.44444,6.82963,3.33333,7.6,16.0741,13.1111,16.6667,18.4444,-8.88889,1.77778,7.111110000000001,18.5556,0.292729,2.7898,grass
140,124,9,0.0,0.0,1.0,0.444445,1.11111,1.05185,2.51852,0.22222199999999998,6.11111,1.22222,-6.888889999999999,10.7778,-3.88889,6.11111,0.973765,-2.26746,foliage
145,102,9,0.0,0.0,0.8888889999999999,0.607408,2.61111,1.48519,23.0741,22.1111,29.7778,17.3333,-2.88889,20.1111,-17.2222,29.7778,0.417763,-1.68544,brickface
155,135,9,0.0,0.0,2.38889,3.2629599999999996,0.833332,0.122224,69.9259,63.6667,83.8889,62.2222,-18.7778,41.8889,-23.1111,83.8889,0.258303,-2.02494,cement
185,84,9,0.0,0.0,0.611111,0.49065299999999995,0.49999899999999997,0.45946800000000004,23.2593,18.6667,31.3333,19.7778,-13.7778,24.2222,-10.4444,31.3333,0.404099,-2.18486,window
236,240,9,0.0,0.0,2.55556,1.6688900000000002,3.38889,2.4532700000000003,22.4815,19.5556,19.7778,28.1111,-8.77778,-8.11111,16.8889,28.1111,0.329382,2.14181,grass
251,215,9,0.11111099999999999,0.0,1.5,2.03333,2.77778,2.51852,12.4074,9.22222,11.5556,16.4444,-9.55556,-2.55556,12.1111,16.4444,0.44104899999999997,2.43782,grass
118,21,9,0.0,0.0,4.83333,4.57408,1.27778,1.06284,65.8889,59.3333,79.2222,59.1111,-19.6667,40.0,-20.3333,79.2222,0.25706,-2.07216,cement
115,183,9,0.0,0.0,0.777778,0.385185,2.0,1.4666700000000001,18.1111,14.0,17.3333,23.0,-12.3333,-2.33333,14.6667,23.0,0.392364,2.4832,grass
161,147,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window
242,81,9,0.0,0.0,22.3889,189.44099999999997,15.1667,110.87799999999999,41.9259,33.1111,55.5556,37.1111,-26.4444,40.8889,-14.4444,55.5556,0.42017600000000005,-2.27446,foliage
86,20,9,0.0,0.0,0.9444469999999999,1.02017,1.9444400000000002,1.06284,65.1852,56.4444,81.6667,57.4444,-26.2222,49.4444,-23.2222,81.6667,0.309556,-2.1330299999999998,cement
27,50,9,0.0,0.0,1.05556,0.462963,1.0,0.488889,23.037,21.6667,30.0,17.4444,-4.11111,20.8889,-16.7778,30.0,0.418746,-1.74125,brickface
23,219,9,0.0,0.0,1.5,1.0055399999999999,1.72222,0.9289569999999999,13.3704,10.8889,12.0,17.2222,-7.444439999999999,-4.11111,11.5556,17.2222,0.37191399999999997,2.25533,grass
202,129,9,0.0,0.0,0.22222199999999998,0.544331,3.44444,3.8044800000000003,2.2963,2.44444,2.55556,1.8888900000000002,0.44444399999999995,0.777778,-1.22222,2.66667,0.0965608,-1.1013899999999999,window
8,226,9,0.0,0.0,2.88889,1.9851299999999998,1.11111,0.45542,18.0,14.0,15.7778,24.2222,-12.0,-6.66667,18.6667,24.2222,0.424404,2.27303,grass
9,236,9,0.0,0.0,1.83333,3.4555599999999997,3.05556,5.52963,11.0741,9.44444,9.44444,14.3333,-4.88889,-4.88889,9.77778,14.3333,0.376554,2.08323,grass
129,188,9,0.0,0.0,3.66667,2.0110799999999998,4.61111,2.40755,61.0741,53.7778,76.0,53.4444,-21.8889,44.7778,-22.8889,76.0,0.30013,-2.0791,path
170,113,9,0.0,0.0,2.83333,0.6236079999999999,1.22222,0.68853,28.3333,24.3333,34.8889,25.7778,-12.0,19.6667,-7.66667,34.8889,0.302071,-2.23625,window
134,54,9,0.0,0.0,0.611112,0.646931,1.22222,1.0037,124.37,112.667,141.333,119.111,-35.1111,50.8889,-15.7778,141.333,0.202708,-2.3286599999999997,sky
226,141,9,0.0,0.0,0.5,0.43333299999999997,0.777778,0.385185,5.40741,7.0,6.22222,3.0,4.77778,2.44444,-7.22222,7.0,0.574074,-0.8437319999999999,brickface
3,78,9,0.0,0.11111099999999999,14.8333,356.167,43.3333,662.355,79.6667,70.7778,91.4444,76.7778,-26.6667,35.3333,-8.66667,91.4444,0.269733,-2.41165,foliage
129,184,9,0.11111099999999999,0.0,2.22222,0.910841,3.61111,1.81863,45.2222,41.7778,54.4444,39.4444,-10.3333,27.6667,-17.3333,54.4444,0.275818,-1.9302,path
94,67,9,0.0,0.0,2.55556,3.3629599999999997,1.55556,1.18519,23.7407,22.8889,30.7778,17.5556,-2.55556,21.1111,-18.5556,30.7778,0.42989700000000003,-1.6701700000000002,brickface
137,141,9,0.0,0.0,0.055555600000000004,0.13608299999999998,0.055555600000000004,0.13608299999999998,0.037037,0.0,0.11111099999999999,0.0,-0.11111099999999999,0.22222199999999998,-0.11111099999999999,0.11111099999999999,0.11111099999999999,-2.0944,window
73,194,9,0.0,0.0,3.22222,2.33492,4.61111,3.35604,60.7778,53.4444,76.1111,52.7778,-22.0,46.0,-24.0,76.1111,0.309253,-2.06055,path
202,193,9,0.0,0.0,1.11111,0.750308,3.38889,2.48924,41.7037,37.8889,50.6667,36.5556,-11.4444,26.8889,-15.4444,50.6667,0.278387,-1.993,path
96,115,9,0.0,0.0,0.388889,0.151852,0.333333,0.177778,6.77778,7.77778,8.55556,4.0,3.0,5.33333,-8.33333,8.66667,0.5385800000000001,-1.21036,brickface
19,90,9,0.0,0.0,1.38889,1.8851900000000001,1.11111,2.11852,3.40741,0.8888889999999999,7.888889999999999,1.44444,-7.555560000000001,13.4444,-5.88889,7.888889999999999,0.9043209999999999,-2.16608,foliage
199,25,9,0.0,0.0,1.0,0.84444,1.27778,0.774075,103.63,89.1111,126.889,94.8889,-43.5556,69.7778,-26.2222,126.889,0.297528,-2.2521,sky
250,176,9,0.0,0.11111099999999999,1.61111,1.06284,3.44444,1.6953099999999999,53.6667,47.1111,67.6667,46.2222,-19.6667,42.0,-22.3333,67.6667,0.318137,-2.05226,path
151,57,9,0.0,0.0,1.05556,0.774071,1.61111,0.41851700000000003,100.444,86.2222,122.22200000000001,92.8889,-42.6667,65.3333,-22.6667,122.22200000000001,0.294515,-2.2881299999999998,sky
63,201,9,0.0,0.0,1.44444,0.9185190000000001,0.9444440000000001,0.551852,7.77778,6.22222,5.55556,11.5556,-4.66667,-6.66667,11.3333,11.5556,0.543201,1.9829900000000003,grass
39,124,9,0.0,0.11111099999999999,5.33333,4.77494,6.5,4.54484,7.5925899999999995,4.11111,12.8889,5.77778,-10.4444,15.8889,-5.44444,12.8889,0.7721520000000001,-2.26575,foliage
242,148,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window
184,145,9,0.0,0.0,0.9444450000000001,0.490654,1.77778,0.9349190000000001,3.40741,2.33333,5.77778,2.11111,-3.22222,7.111110000000001,-3.88889,5.77778,0.656614,-2.03651,window
31,88,9,0.11111099999999999,0.0,0.8888889999999999,0.6074069999999999,2.16667,1.98889,5.25926,1.55556,10.1111,4.11111,-11.1111,14.5556,-3.44444,10.1111,0.8513790000000001,-2.39666,foliage
149,77,9,0.0,0.0,2.11111,3.9407400000000004,2.44444,6.02963,24.4815,23.4444,31.5556,18.4444,-3.11111,21.2222,-18.1111,31.5556,0.41573699999999997,-1.68954,brickface
70,122,9,0.0,0.0,3.66667,4.0332,4.11111,3.78104,19.8889,17.8889,25.1111,16.6667,-6.0,15.6667,-9.66667,26.4444,0.402492,-1.54021,foliage
170,185,9,0.0,0.0,0.611111,0.443053,1.44444,1.04704,10.7407,8.11111,9.77778,14.3333,-7.888889999999999,-2.88889,10.7778,14.3333,0.43518500000000004,2.3628099999999996,grass
17,108,9,0.0,0.0,1.27778,0.64693,1.16667,0.9128709999999999,1.85185,0.555556,3.33333,1.66667,-3.88889,4.44444,-0.555556,3.33333,0.875926,-2.46385,foliage
233,184,9,0.0,0.0,0.5,0.07777780000000001,0.777778,0.785185,11.8519,9.77778,9.88889,15.8889,-6.22222,-5.88889,12.1111,15.8889,0.40555599999999997,2.12865,grass
202,21,9,0.0,0.0,0.333333,0.36514800000000003,5.22222,2.6133599999999997,40.7407,37.1111,49.3333,35.7778,-10.8889,25.7778,-14.8889,49.3333,0.274519,-1.9908099999999997,cement
215,123,9,0.0,0.0,0.333333,0.13333299999999998,0.666667,0.0444444,1.37037,0.0,3.7777800000000004,0.333333,-4.11111,7.22222,-3.11111,3.7777800000000004,1.0,-2.16987,foliage
2,245,9,0.0,0.0,1.8888900000000002,2.16296,3.16667,3.2777800000000004,6.40741,6.22222,6.0,7.0,-0.555556,-1.22222,1.77778,7.22222,0.191049,1.75665,grass
55,128,9,0.0,0.0,0.333333,0.0444445,0.388889,0.151852,5.03704,6.888889999999999,5.44444,2.77778,5.55556,1.22222,-6.77778,6.888889999999999,0.593915,-0.688601,brickface
96,141,9,0.0,0.0,1.55556,0.740741,0.44444399999999995,0.11851800000000001,4.96296,3.11111,8.77778,3.0,-5.55556,11.4444,-5.88889,8.77778,0.6652399999999999,-2.07507,window
79,154,9,0.0,0.0,1.11111,1.58518,0.166667,0.07777780000000001,0.740741,0.44444399999999995,1.55556,0.22222199999999998,-0.8888889999999999,2.44444,-1.55556,1.55556,0.288889,-1.9196400000000002,window
137,92,9,0.0,0.0,7.388889999999999,7.3799,0.777778,0.344265,9.96296,7.111110000000001,15.5556,7.22222,-8.55556,16.7778,-8.22222,15.5556,0.608437,-2.0967,window
159,40,9,0.0,0.0,0.8888889999999999,0.62063,0.555556,0.172131,125.148,114.22200000000001,141.667,119.556,-32.7778,49.5556,-16.7778,141.667,0.193665,-2.2949,sky
253,192,9,0.0,0.0,2.16667,2.00832,2.55556,1.5444,47.5185,42.3333,59.2222,41.0,-15.5556,35.1111,-19.5556,59.2222,0.307473,-2.0202299999999997,path
70,44,9,0.0,0.11111099999999999,2.44444,2.09408,2.33333,2.13958,122.59299999999999,112.0,136.889,118.889,-31.7778,42.8889,-11.1111,136.889,0.181821,-2.38466,sky
251,195,9,0.0,0.0,2.94444,2.8784,3.83333,2.35467,47.9259,42.5556,59.2222,42.0,-16.1111,33.8889,-17.7778,59.2222,0.291875,-2.05673,path
196,100,9,0.0,0.0,7.27778,83.3518,5.77778,68.8741,8.14815,4.66667,13.3333,6.44444,-10.4444,15.5556,-5.11111,13.3333,0.738034,-2.28987,foliage
121,120,9,0.0,0.0,0.9444450000000001,0.250924,0.722222,0.879815,3.5185199999999996,1.11111,6.555560000000001,2.88889,-7.22222,9.11111,-1.8888900000000002,6.555560000000001,0.8399469999999999,-2.4338,foliage
120,227,9,0.0,0.0,1.44444,1.18634,1.8888900000000002,0.807373,12.6296,9.44444,11.0,17.4444,-9.55556,-4.88889,14.4444,17.4444,0.45836400000000005,2.29185,grass
98,144,9,0.0,0.0,0.22222199999999998,0.0296296,0.333333,0.08888889999999999,1.0,0.0,3.0,0.0,-3.0,6.0,-3.0,3.0,1.0,-2.0944,foliage
77,185,9,0.0,0.0,2.94444,7.662960000000001,6.22222,32.1185,32.5556,29.2222,39.6667,28.7778,-10.0,21.3333,-11.3333,39.6667,0.27036,-2.08527,path
83,114,9,0.0,0.0,1.38889,1.12963,1.9444400000000002,0.5962970000000001,19.8519,20.0,24.6667,14.8889,0.44444399999999995,14.4444,-14.8889,24.6667,0.394964,-1.5086600000000001,brickface
2,88,9,0.0,0.0,3.61111,7.21852,2.5,5.85556,7.77778,3.55556,13.3333,6.44444,-12.6667,16.6667,-4.0,13.3333,0.754703,-2.3944900000000002,foliage
78,99,9,0.0,0.0,1.61111,8.01852,3.05556,14.7741,4.14815,1.11111,9.0,2.33333,-9.11111,14.5556,-5.44444,9.0,0.9109,-2.2556700000000003,foliage
220,120,9,0.0,0.0,0.388889,0.062963,0.388889,0.062963,1.0,0.0,3.0,0.0,-3.0,6.0,-3.0,3.0,1.0,-2.0944,foliage
51,56,9,0.0,0.0,0.8888870000000001,0.16296300000000002,0.722221,0.10740799999999999,126.444,116.22200000000001,141.667,121.444,-30.6667,45.6667,-15.0,141.667,0.179483,-2.30766,sky
124,29,9,0.0,0.0,1.0,0.711108,1.05555,0.907417,128.444,119.22200000000001,142.889,123.22200000000001,-27.6667,43.3333,-15.6667,142.889,0.165616,-2.27113,sky
42,59,9,0.0,0.0,1.83333,3.5,2.05556,0.8629629999999999,21.8148,20.7778,28.7778,15.8889,-3.11111,20.8889,-17.7778,28.7778,0.445142,-1.68081,brickface
207,58,9,0.0,0.0,0.777777,0.34426599999999996,0.8888879999999999,0.583728,110.37,97.6667,128.111,105.333,-38.1111,53.2222,-15.1111,128.111,0.237567,-2.35727,sky
29,52,9,0.0,0.0,0.388889,0.0185181,1.33333,0.177779,125.77799999999999,115.556,140.222,121.556,-30.6667,43.3333,-12.6667,140.222,0.175849,-2.34849,sky
111,246,9,0.0,0.0,3.16667,2.09497,5.83333,4.113659999999999,25.8889,21.1111,22.4444,34.1111,-14.3333,-10.3333,24.6667,34.1111,0.388973,2.21401,grass
86,197,9,0.11111099999999999,0.11111099999999999,1.61111,1.45169,1.27778,1.10386,63.2222,56.2222,77.7778,55.6667,-21.0,43.6667,-22.6667,77.7778,0.285333,-2.06802,path
119,169,9,0.0,0.0,1.16667,0.983192,1.0,0.9189360000000001,25.963,20.8889,25.0,32.0,-15.2222,-2.88889,18.1111,32.0,0.347783,2.47906,grass
2,171,9,0.0,0.0,1.9444400000000002,1.21868,3.66667,3.1269400000000003,45.7778,41.0,56.3333,40.0,-14.3333,31.6667,-17.3333,56.3333,0.287983,-2.03293,path
72,191,9,0.11111099999999999,0.0,1.27778,0.507408,3.11111,4.60741,15.1852,12.1111,14.8889,18.5556,-9.22222,-0.8888889999999999,10.1111,18.5556,0.35036999999999996,2.54533,grass
70,71,9,0.11111099999999999,0.0,2.11111,1.80741,2.83333,2.0777799999999997,22.7778,21.8889,29.6667,16.7778,-2.66667,20.6667,-18.0,29.6667,0.43356999999999996,-1.6679599999999999,brickface
108,130,9,0.0,0.0,0.9444450000000001,0.5962970000000001,1.0,0.666667,6.629630000000001,8.44444,7.22222,4.22222,5.44444,1.77778,-7.22222,8.44444,0.5010140000000001,-0.764077,brickface
221,195,9,0.0,0.0,1.22222,1.40897,2.94444,1.52631,14.7407,11.6667,12.4444,20.1111,-9.22222,-6.888889999999999,16.1111,20.1111,0.434488,2.1937599999999997,grass
95,191,9,0.0,0.11111099999999999,3.16667,2.78687,6.0,5.18545,60.2593,52.4444,76.2222,52.1111,-23.4444,47.8889,-24.4444,76.2222,0.320865,-2.07765,path
86,155,9,0.0,0.0,4.27778,10.5519,5.38889,60.2407,8.740739999999999,6.66667,12.8889,6.66667,-6.22222,12.4444,-6.22222,12.8889,0.392385,-2.0793,window
142,185,9,0.11111099999999999,0.0,2.27778,1.76908,3.11111,1.16746,47.8148,43.8889,58.2222,41.3333,-11.7778,31.2222,-19.4444,58.2222,0.289144,-1.93792,path
206,26,9,0.0,0.0,1.22222,1.49629,1.8888900000000002,1.40741,137.037,131.444,146.778,132.889,-16.7778,29.2222,-12.4444,146.778,0.105128,-2.18257,sky
233,184,9,0.0,0.0,0.5,0.07777780000000001,0.777778,0.785185,11.8519,9.77778,9.88889,15.8889,-6.22222,-5.88889,12.1111,15.8889,0.40555599999999997,2.12865,grass
126,141,9,0.0,0.0,1.38889,1.35185,0.8888889999999999,0.82963,3.25926,0.44444399999999995,7.66667,1.66667,-8.44444,13.2222,-4.77778,7.66667,0.9530860000000001,-2.25712,foliage
18,43,9,0.0,0.0,1.8888900000000002,1.7722099999999998,1.55556,1.2232299999999998,64.7037,54.8889,82.5556,56.6667,-29.4444,53.5556,-24.1111,82.5556,0.335115,-2.16055,cement
97,123,9,0.0,0.0,0.388889,0.018518599999999996,0.166667,0.07777780000000001,1.14815,0.0,3.44444,0.0,-3.44444,6.888889999999999,-3.44444,3.44444,1.0,-2.0944,foliage
66,160,9,0.0,0.0,3.0,4.04445,2.77778,0.429629,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.42601400000000006,-2.13873,cement
16,51,9,0.0,0.0,0.722223,0.443054,0.833335,0.722649,122.963,110.667,140.778,117.444,-36.8889,53.4444,-16.5556,140.778,0.213813,-2.33046,sky
14,146,9,0.11111099999999999,0.0,0.8888889999999999,0.474074,1.11111,0.740741,10.5926,8.0,15.6667,8.11111,-7.77778,15.2222,-7.444439999999999,15.6667,0.487864,-2.10891,cement
50,199,9,0.0,0.0,3.22222,2.97894,5.61111,4.61599,55.6667,49.1111,69.7778,48.1111,-19.6667,42.3333,-22.6667,69.7778,0.31241399999999997,-2.04543,path
161,135,9,0.0,0.0,0.055555600000000004,0.13608299999999998,0.11111099999999999,0.17213299999999998,1.25926,0.777778,3.0,0.0,-1.44444,5.22222,-3.7777800000000004,3.0,1.0,-1.8222099999999999,window
164,49,9,0.0,0.0,1.16667,0.433335,1.5,0.300001,126.185,116.333,141.778,120.444,-29.5556,46.7778,-17.2222,141.778,0.17941300000000002,-2.2637400000000003,sky
165,99,9,0.0,0.0,0.888891,0.474074,0.777779,0.474074,93.4074,79.0,118.0,83.2222,-43.2222,73.7778,-30.5556,118.0,0.330418,-2.20776,sky
191,119,9,0.0,0.0,1.11111,1.29386,0.9444459999999999,0.772202,39.8519,36.2222,48.2222,35.1111,-10.8889,25.1111,-14.2222,48.2222,0.271717,-2.006,cement
54,133,9,0.0,0.0,1.55556,1.0074100000000001,0.5,0.34444400000000003,5.370369999999999,3.66667,9.0,3.44444,-5.11111,10.8889,-5.77778,9.0,0.630471,-2.048,window
107,21,9,0.0,0.0,0.666662,0.5163979999999999,1.16667,0.408248,126.77799999999999,115.77799999999999,141.889,122.667,-33.0,45.3333,-12.3333,141.889,0.184022,-2.37037,sky
210,153,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,window
169,184,9,0.11111099999999999,0.0,1.22222,0.544331,2.5,1.9293099999999999,56.2593,51.2222,69.0,48.5556,-15.1111,38.2222,-23.1111,69.0,0.2956,-1.9580099999999998,path
4,201,9,0.0,0.22222199999999998,2.72222,1.67885,5.22222,3.1245700000000003,53.7037,47.1111,67.2222,46.7778,-19.7778,40.5556,-20.7778,67.2222,0.308859,-2.07523,path
252,195,9,0.0,0.0,2.61111,2.09143,3.7222199999999996,2.2052099999999997,47.6667,42.4444,58.7778,41.7778,-15.6667,33.3333,-17.6667,58.7778,0.288788,-2.05167,path
132,223,9,0.0,0.0,2.11111,0.720082,1.77778,0.9349200000000001,16.5185,13.2222,13.4444,22.8889,-9.88889,-9.22222,19.1111,22.8889,0.433125,2.11955,grass
18,87,9,0.0,0.0,1.55556,1.9626099999999997,1.8888900000000002,1.7469599999999998,2.92593,1.22222,5.66667,1.8888900000000002,-5.11111,8.22222,-3.11111,5.66667,0.862771,-2.22949,foliage
217,45,9,0.11111099999999999,0.0,0.8888879999999999,0.20740799999999998,1.55556,0.829628,121.51899999999999,111.111,137.333,116.111,-31.2222,47.4444,-16.2222,137.333,0.190912,-2.29267,sky
141,62,9,0.0,0.0,1.8888900000000002,2.11852,3.38889,6.37407,27.3704,23.7778,37.6667,20.6667,-10.7778,30.8889,-20.1111,37.6667,0.450305,-1.88841,brickface
11,62,9,0.0,0.0,0.888891,0.501849,0.722224,0.389681,66.7778,57.4444,84.6667,58.2222,-28.0,53.6667,-25.6667,84.6667,0.32276,-2.12446,cement
103,237,9,0.0,0.0,1.0,0.44444399999999995,0.555555,0.474074,8.0,6.555560000000001,5.66667,11.7778,-4.33333,-7.0,11.3333,11.7778,0.522999,1.9465,grass
73,164,9,0.0,0.0,0.9444440000000001,0.574133,1.8888900000000002,1.04704,23.1481,21.7778,19.1111,28.5556,-4.11111,-12.1111,16.2222,28.5556,0.330345,1.7983,grass
88,136,9,0.0,0.0,1.83333,1.14988,2.05556,2.1125700000000003,8.0,4.11111,13.2222,6.66667,-11.6667,15.6667,-4.0,13.2222,0.695088,-2.41267,foliage
99,198,9,0.0,0.0,5.05555,6.434,5.66667,5.79271,58.3333,51.8889,72.3333,50.7778,-19.3333,42.0,-22.6667,72.3333,0.299654,-2.03587,path
225,36,9,0.0,0.0,0.444445,0.27216599999999996,0.388889,0.327731,7.92593,5.0,13.6667,5.11111,-8.77778,17.2222,-8.44444,13.6667,0.634921,-2.1073,window
53,28,9,0.0,0.0,0.44444399999999995,0.403686,1.77778,0.860662,111.59299999999999,96.4444,130.667,107.667,-45.4444,57.2222,-11.7778,130.667,0.261838,-2.43858,sky
223,62,9,0.0,0.0,0.333333,0.298142,0.44444399999999995,0.501848,6.44444,4.11111,11.4444,3.7777800000000004,-7.0,15.0,-8.0,11.4444,0.67037,-2.04872,window
18,204,9,0.0,0.0,2.55556,1.2049299999999998,2.77778,1.1482700000000001,57.8889,51.4444,72.0,50.2222,-19.3333,42.3333,-23.0,72.0,0.302525,-2.0385400000000002,path
182,197,9,0.11111099999999999,0.0,2.16667,0.6912149999999999,2.38889,1.58348,12.8519,10.4444,12.7778,15.3333,-7.22222,-0.22222199999999998,7.444439999999999,15.3333,0.322069,2.6282099999999997,grass
112,35,9,0.0,0.0,1.11111,1.22963,1.44444,0.8296309999999999,127.556,117.444,142.556,122.667,-30.3333,45.0,-14.6667,142.556,0.176083,-2.31105,sky
214,84,9,0.0,0.0,0.22222199999999998,0.272165,0.444445,0.344265,17.1852,13.0,24.8889,13.6667,-12.5556,23.1111,-10.5556,24.8889,0.47722200000000004,-2.15285,window
192,40,9,0.0,0.0,1.22222,0.20740799999999998,1.33333,0.48889099999999996,124.63,114.444,140.556,118.889,-30.5556,47.7778,-17.2222,140.556,0.185749,-2.27022,sky
167,135,9,0.0,0.0,0.611111,0.10740699999999999,0.611111,0.151852,31.1852,24.0,43.1111,26.4444,-21.5556,35.7778,-14.2222,43.1111,0.443136,-2.2278,window
249,200,9,0.0,0.0,2.55555,2.62185,2.5,1.20646,45.2963,40.6667,55.7778,39.4444,-13.8889,31.4444,-17.5556,55.7778,0.292784,-2.01665,path
205,83,9,0.0,0.0,24.5556,688.074,8.33333,121.244,23.2963,19.7778,28.5556,21.5556,-10.5556,15.7778,-5.22222,28.5556,0.504161,-2.32134,foliage
239,93,9,0.0,0.0,3.44444,13.4963,1.05556,0.8629620000000001,14.4074,9.88889,22.8889,10.4444,-13.5556,25.4444,-11.8889,22.8889,0.577002,-2.13749,window
140,16,9,0.0,0.0,0.5,0.344443,0.888891,0.385184,111.815,99.1111,131.111,105.22200000000001,-38.1111,57.8889,-19.7778,131.111,0.24402100000000002,-2.29393,sky
194,118,9,0.0,0.0,0.444445,0.11851800000000001,0.444445,0.16296300000000002,6.25926,7.555560000000001,7.66667,3.55556,3.88889,4.22222,-8.11111,7.77778,0.543871,-1.0762,brickface
153,204,9,0.11111099999999999,0.0,2.38889,1.69203,3.33333,1.3824299999999998,19.4074,15.3333,16.8889,26.0,-12.2222,-7.555560000000001,19.7778,26.0,0.42036599999999996,2.24441,grass
