V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
2157.334888,2157.389142,2157.457805,2157.544703,2157.65468,2157.793863,2157.970011,2158.19294,2158.475075,2158.8321370000003,2159.284028,2159.85593,2160.579718,2161.495727,2162.6550079999997,2164.122169,2165.978975,2168.328907,2171.3029300000003,2175.066788,2179.830242,2185.858765,2193.48833,2203.144139,2215.364317,2230.829905,2250.40281,2275.173846,2306.523521,2346.198976,2396.411356,2346.198976,2306.523521,2275.173846,2250.40281,2230.829905,2215.364317,2203.144139,2193.48833,2185.858765,2179.830242,2175.066788,2171.3029300000003,2168.328907,2165.978975,2164.122169,2162.6550079999997,2161.495727,2160.579718,2159.85593,2159.284028,2158.8321370000003,2158.475075,2158.19294,2157.970011,2157.793863,2157.65468,2157.544703,2157.457805,2157.389142,2157.334888,2157.292019,2157.258145,2157.23138,2157.210232,2157.193521,2157.180318,2157.1698850000002,2157.161641,2157.155127,2157.14998,2157.145913,2157.1427,2157.140161,2157.138155,2157.1365690000002,2157.135317,2157.1343269999998,2157.133545,2157.132927,2157.132439,2157.1320530000003,2157.1317480000002,2157.131507,2157.1313170000003,2157.131167,2157.131048,2157.1309539999997,2157.13088,2157.130821,2157.130775,2157.130738,2157.130709,2157.130686,2157.130668,2157.130654,2157.130643,2157.130634,2157.130627,2157.1306210000002,2
3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.03171,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031709,3.031708,3.031708,3.031708,3.031707,3.031707,3.0317060000000002,3.031705,3.031704,3.031702,3.0317,3.0316970000000003,3.031694,3.03169,3.031685,3.031678,3.03167,3.03166,3.031646,3.03163,3.0316080000000003,3.0315819999999998,3.031548,3.031505,3.0314509999999997,3.031382,3.0312959999999998,3.031186,3.0310479999999997,3.030872,3.0306509999999998,3.03037,3.030016,3.029568,3.029,3.028283,3.027376,3.0262290000000003,3.024778,3.022943,3.020622,3.017686,3.013974,3.0092779999999997,3.00334,2.995829,2.9863299999999997,2.974316,2.959121,2.9399040000000003,2.9155990000000003,2.8848599999999998,2.845982,2.796812,2.734625,2.655974,2.5565,2.4306919999999996,2.271576,2.070336,2.271576,2.4306919999999996,2.5565,2.655974,2.734625,2.796812,2.845982,2.8848599999999998,2.9155990000000003,2.9399040000000003,2.959121,2.974316,2.9863299999999997,2.995829,3.00334,1
1331.138119,1327.771254,1323.496075,1318.0675390000001,1311.174493,1302.42184,1291.307896,1277.195632,1259.2761619999999,1236.522376,1207.630073,1170.943203,1124.35895,1065.207195,990.0974779999999,894.72466,990.0974779999999,1065.207195,1124.35895,1170.943203,1207.630073,1236.522376,1259.2761619999999,1277.195632,1291.307896,1302.42184,1311.174493,1318.0675390000001,1323.496075,1327.771254,1331.138119,1333.789653,1335.877837,1337.522361,1338.817487,1339.837447,1340.640705,1341.2733,1341.7714939999998,1342.16384,1342.472827,1342.716166,1342.907805,1343.058728,1343.177586,1343.271191,1343.344908,1343.402963,1343.448684,1343.484691,1343.513048,1343.53538,1343.552967,1343.566818,1343.577726,1343.5863160000001,1343.593081,1343.598409,1343.602605,1343.60591,1343.608512,1343.610561,1343.612175,1343.6134470000002,1343.614448,1343.6152359999999,1343.615857,1343.616346,1343.616731,1343.6170339999999,1343.617273,1343.617461,1343.617609,1343.617726,1343.617818,1343.61789,1343.617947,1343.617992,1343.618027,1343.6180550000001,1343.6180769999999,1343.618094,1343.6181080000001,1343.618119,1343.618127,1343.618134,1343.6181390000002,1343.618143,1343.618146,1343.6181490000001,1343.618151,1343.618152,1343.618154,1343.6181550000001,1343.6181550000001,1343.618156,1343.618156,1343.618157,1343.618157,1343.618157,1
2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355598,2.355597,2.355597,2.355597,2.355597,2.355596,2.355595,2.355595,2.355594,2.3555919999999997,2.355591,2.355588,2.355586,2.355582,2.3555770000000003,2.355571,2.355563,2.355553,2.355541,2.355524,2.3555029999999997,2.355475,2.35544,2.355395,2.355336,2.355261,2.355165,2.3550400000000002,2.35488,2.354674,2.354409,2.354068,2.353629,2.353065,2.352338,2.351403,2.3502,2.348652,2.34666,2.344096,2.3407970000000002,2.336553,2.331091,2.324062,2.3150180000000002,2.3033799999999998,2.288404,2.269134,2.244337,2.212428,2.171368,2.118533,2.171368,2.212428,2.244337,2.269134,2.288404,2.3033799999999998,2.3150180000000002,2.324062,2.331091,2.336553,2.3407970000000002,2.344096,2.34666,2.348652,2.3502,2.351403,2.352338,1
190.253065,190.253064,190.253064,190.253064,190.253063,190.253062,190.253061,190.25306,190.253059,190.253058,190.25305600000002,190.253054,190.253051,190.253048,190.253044,190.25304,190.253034,190.253027,190.253019,190.25300900000002,190.252997,190.252983,190.252965,190.25294399999999,190.252918,190.25288700000002,190.252849,190.252802,190.252747,190.252679,190.252597,190.252498,190.252377,190.25223200000002,190.252055,190.25184099999998,190.25158100000002,190.25126699999998,190.250886,190.250425,190.249866,190.24918799999998,190.248367,190.24737199999998,190.24616699999999,190.244706,190.242937,190.240792,190.238194,190.23504499999999,190.23123,190.226608,190.22100700000001,190.21421999999998,190.205996,190.196031,190.183957,190.169326,190.151599,190.13011799999998,190.10408999999999,190.072552,190.034338,189.988033,189.931926,189.86394099999998,189.78156299999998,189.681746,189.560798,189.414246,189.23666799999998,189.021498,188.760776,188.44486,188.062064,187.598231,187.036204,186.355197,185.530022,184.530158,183.318623,181.850607,180.071814,177.916452,175.304801,172.140266,168.305802,163.65958600000002,158.029769,163.65958600000002,168.305802,172.140266,175.304801,177.916452,180.071814,181.850607,183.318623,184.530158,185.530022,186.355197,1
382.135104,382.135106,382.135109,382.135113,382.135117,382.135123,382.13513,382.135138,382.135148,382.135161,382.135177,382.135197,382.135221,382.135251,382.135289,382.135335,382.13539199999997,382.135463,382.13555099999996,382.13566000000003,382.135794,382.135961,382.136168,382.136423,382.13674,382.137132,382.137617,382.138218,382.138962,382.139883,382.141024,382.14243700000003,382.144186,382.146352,382.149034,382.152354,382.156466,382.16155699999996,382.16786099999996,382.175667,382.18533199999996,382.1973,382.212119,382.230467,382.253187,382.28132,382.316154,382.359287,382.412694,382.478825,382.56071000000003,382.66210099999995,382.787646,382.943099,383.135584,383.37392400000004,383.669041,384.034462,384.486935,385.04719700000004,385.740927,386.599919,387.663542,388.980545,390.611288,392.630511,395.13076,398.226625,402.059996,406.80656400000004,412.683873,419.961291,428.97235700000004,440.13006500000006,453.94579500000003,471.05274800000007,492.23496900000004,518.4632799999999,492.23496900000004,471.05274800000007,453.94579500000003,440.13006500000006,428.97235700000004,419.961291,412.683873,406.80656400000004,402.059996,398.226625,395.13076,392.630511,390.611288,388.980545,387.663542,386.599919,385.740927,385.04719700000004,384.486935,384.034462,383.669041,383.37392400000004,2
1.047225,1.047226,1.047226,1.047226,1.047226,1.0472270000000001,1.047228,1.047228,1.0472290000000002,1.047231,1.047232,1.047234,1.047237,1.04724,1.047245,1.04725,1.047258,1.047267,1.047279,1.047294,1.0473139999999999,1.047339,1.047372,1.047413,1.047466,1.047535,1.047623,1.047735,1.04788,1.048065,1.048303,1.048608,1.048999,1.049501,1.050145,1.0509709999999999,1.052031,1.053391,1.055136,1.057375,1.0602479999999999,1.063933,1.068661,1.074727,1.082509,1.092494,1.105304,1.12174,1.1428260000000001,1.1698790000000001,1.204587,1.249117,1.3062479999999999,1.379546,1.3062479999999999,1.249117,1.204587,1.1698790000000001,1.1428260000000001,1.12174,1.105304,1.092494,1.082509,1.074727,1.068661,1.063933,1.0602479999999999,1.057375,1.055136,1.053391,1.052031,1.0509709999999999,1.050145,1.049501,1.048999,1.048608,1.048303,1.048065,1.04788,1.047735,1.047623,1.047535,1.047466,1.047413,1.047372,1.047339,1.0473139999999999,1.047294,1.047279,1.047267,1.047258,1.04725,1.047245,1.04724,1.047237,1.047234,1.047232,1.047231,1.0472290000000002,1.047228,2
8120.473437000001,8120.196045000001,8119.855481999999,8119.437365000001,8118.9240310000005,8118.293795999999,8117.520041,8116.5700799999995,8115.403787,8113.971898000001,8112.21393,8110.055624,8107.405814,8104.15257,8100.158475,8095.254816,8089.234462,8081.84311,8072.768548,8061.627462,8047.94925,8031.156139,8010.538783,7985.226297,7954.149474,7915.995618000001,7869.153096999999,7811.643268000001,7741.036896,7654.351543000001,7547.925593000001,7417.263575,7256.846284,7059.8976379999995,6818.098459999999,6521.2350719999995,6156.767863,5709.301617,5159.935207,4485.463213,5159.935207,5709.301617,6156.767863,6521.2350719999995,6818.098459999999,7059.8976379999995,7256.846284,7417.263575,7547.925593000001,7654.351543000001,7741.036896,7811.643268000001,7869.153096999999,7915.995618000001,7954.149474,7985.226297,8010.538783,8031.156139,8047.94925,8061.627462,8072.768548,8081.84311,8089.234462,8095.254816,8100.158475,8104.15257,8107.405814,8110.055624,8112.21393,8113.971898000001,8115.403787,8116.5700799999995,8117.520041,8118.293795999999,8118.9240310000005,8119.437365000001,8119.855481999999,8120.196045000001,8120.473437000001,8120.699377,8120.883408,8121.0333040000005,8121.155395999999,8121.254842,8121.335841,8121.401817,8121.455555,8121.499325,8121.534976000001,8121.564015000001,8121.587667,8121.606932,8121.622624,8121.635405,8121.645815000001,8121.654295,8121.661201000001,8121.666827,8121.6714090000005,8121.675141,1
41927.793939999996,41927.79542,41927.79732,41927.799719999995,41927.80277,41927.80666,41927.81159,41927.81787,41927.82584,41927.83598,41927.848860000006,41927.86523,41927.88605,41927.9125,41927.94612,41927.98885,41928.04317,41928.1122,41928.19995,41928.31147,41928.45323,41928.6334,41928.8624,41929.15346,41929.52341,41929.993630000004,41930.59128,41931.35091,41932.31641,41933.54359,41935.10336,41937.08586,41939.60567,41942.8084,41946.87913,41952.05313,41958.629389999995,41966.987960000006,41977.61189,41991.115139999994,42008.278060000004,42030.09251,42057.81916,42093.060339999996,42137.85265,42194.784660000005,42267.14649,42359.11997,42476.02027,42624.60313,42813.4552,43053.49033,43358.58025,43746.35622,44239.227999999996,44865.67885,45661.91162,46673.94095,47960.25244,49595.18256,51673.21464,54314.439000000006,57671.49314,61938.382620000004,57671.49314,54314.439000000006,51673.21464,49595.18256,47960.25244,46673.94095,45661.91162,44865.67885,44239.227999999996,43746.35622,43358.58025,43053.49033,42813.4552,42624.60313,42476.02027,42359.11997,42267.14649,42194.784660000005,42137.85265,42093.060339999996,42057.81916,42030.09251,42008.278060000004,41991.115139999994,41977.61189,41966.987960000006,41958.629389999995,41952.05313,41946.87913,41942.8084,41939.60567,41937.08586,41935.10336,41933.54359,41932.31641,41931.35091,2
124.708243,124.708234,124.708224,124.70821200000002,124.708196,124.708176,124.708151,124.70812,124.708081,124.708032,124.707971,124.707895,124.707799,124.70768000000001,124.70753,124.707343,124.70711000000001,124.70681699999999,124.70645,124.705992,124.70541899999999,124.704701,124.703804,124.70268,124.701275,124.69951699999999,124.697317,124.69456399999999,124.69112,124.68681000000001,124.681418,124.674672,124.66623100000001,124.65566899999999,124.642454,124.62592,124.605232,124.579348,124.54696100000001,124.50643799999999,124.45573600000002,124.392298,124.312923,124.213609,124.089348,123.933871,123.73933899999999,123.49593899999999,123.191396,122.81035200000001,122.33358700000001,121.737058,120.990679,120.056807,118.88834399999999,117.426359,115.597118,113.30836699999999,110.444673,106.86161100000001,102.378473,96.769155,89.75076,80.969321,69.981957,80.969321,89.75076,96.769155,102.378473,106.86161100000001,110.444673,113.30836699999999,115.597118,117.426359,118.88834399999999,120.056807,120.990679,121.737058,122.33358700000001,122.81035200000001,123.191396,123.49593899999999,123.73933899999999,123.933871,124.089348,124.213609,124.312923,124.392298,124.45573600000002,124.50643799999999,124.54696100000001,124.579348,124.605232,124.62592,124.642454,124.65566899999999,124.66623100000001,124.674672,124.681418,124.68681000000001,1
32912.79641,32912.79387,32912.79089,32912.78738,32912.783260000004,32912.77842,32912.77272,32912.766019999995,32912.75814,32912.748869999996,32912.73798,32912.72517,32912.7101,32912.69239,32912.67156,32912.64707,32912.61827,32912.58441,32912.54459,32912.497760000006,32912.44271,32912.37797,32912.30184,32912.21232,32912.10707,32911.9833,32911.83776,32911.66663,32911.4654,32911.22877,32910.95054,32910.62337,32910.23866,32909.78629,32909.25437,32908.62889,32907.893410000004,32907.02858,32906.01165,32904.81587,32903.40979,32901.75642,32899.81228,32897.52621,32894.83809,32891.67721,32887.96041,32883.58995,32878.45084,32872.40792,32865.30222,32856.94683,32847.12197,32835.5692,32821.984639999995,32806.01095,32787.22794,32765.14155,32739.1708,32708.63255,32672.7235,32630.499089999998,32580.84863,32522.4661,32453.81576,32373.091819999998,32278.17088,32166.55609,32035.311489999996,31880.98477,31699.51644,31486.13309,31235.22178,30940.182439999997,30593.254230000002,30185.31139,29705.62321,29141.57177,28478.32002,27698.42148,26781.361380000002,27698.42148,28478.32002,29141.57177,29705.62321,30185.31139,30593.254230000002,30940.182439999997,31235.22178,31486.13309,31699.51644,31880.98477,32035.311489999996,32166.55609,32278.17088,32373.091819999998,32453.81576,32522.4661,32580.84863,32630.499089999998,1
