F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
-0.042522000000000004,0.2976,0.07914500000000001,1.5005680000000001,0.351096,0.854712,0.333428,0.935628,0.032902,0.698017,F
0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,-0.30798400000000004,0.069175,0.705245,0.095265,-0.19487100000000002,A
0.648733,0.242641,-0.045329,-0.44415699999999997,0.261718,0.813187,0.484429,0.113094,-0.029461,0.574621,A
-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,1.145386,0.748682,-0.43216800000000005,0.095265,0.7046600000000001,F
-0.560964,0.329004,0.296086,0.755571,0.261718,1.477585,0.106925,-0.395434,0.781258,1.476911,E
0.006853,0.462474,-0.016878,0.649795,-1.347089,-0.266459,0.257927,-0.299425,-0.403638,-0.265225,F
-0.672058,-0.613138,0.360101,0.373406,0.17234000000000002,-0.22493400000000002,0.295677,0.6650159999999999,0.500624,-0.24479099999999998,E
0.698109,-0.306942,-0.03466,0.06264199999999999,0.976743,-1.055431,-1.516343,-0.8223790000000001,0.9995280000000001,0.01771,I
-0.030177999999999996,0.014957,0.26407800000000003,0.374062,0.261718,0.10726500000000001,0.220177,0.324625,0.251173,0.089341,A
-0.26471100000000003,-0.055704,-3.210528,0.413627,0.08296100000000001,0.397939,-1.1010879999999998,2.015571,1.9973349999999999,1.280303,X
-0.511588,-0.620989,0.491688,-2.053711,-0.006417,0.522513,0.069175,0.218423,0.001721,0.542337,D
0.809204,-0.16562000000000002,0.025799000000000002,0.7121270000000001,0.887365,-0.723232,-1.2898399999999999,-0.27119499999999996,1.591976,0.21091700000000002,I
0.47591999999999995,-0.338346,0.047137,-0.0009720000000000001,0.976743,-1.2630549999999998,-1.25209,0.123675,1.436069,-0.370731,I
0.37716900000000003,0.022808000000000002,0.139604,1.070691,0.976743,0.231839,-0.9500860000000001,0.357437,1.24898,0.941844,I
0.043885,0.407516,0.047137,0.460921,0.261718,-0.681707,-0.044076,0.76883,0.095265,-0.47990200000000005,F
0.624046,0.007106,0.11470899999999999,-0.350674,0.887365,-2.425751,-1.403091,-2.512355,-1.1208120000000001,-1.4810809999999999,I
0.14263599999999999,-0.377602,0.32809299999999997,-0.039583,0.261718,0.190314,0.597681,-0.823408,-0.746634,-0.060673000000000005,F
0.13029200000000002,0.336855,0.100483,0.382834,0.17234000000000002,0.8962370000000001,0.333428,0.6056050000000001,0.18880999999999998,0.7200409999999999,A
0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-1.013906,-1.25209,-1.21327,0.656532,-0.10860399999999999,I
-0.22768000000000002,0.085618,0.23918299999999998,-0.523467,0.261718,-0.391033,0.484429,0.412149,0.500624,-0.490655,E
-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,0.647088,0.484429,0.445583,0.157628,0.4285,F
0.13029200000000002,0.007106,0.23918299999999998,0.7661939999999999,0.261718,0.10726500000000001,0.257927,0.651774,-0.091823,0.06150599999999999,A
0.4142,-0.471816,0.23918299999999998,1.018385,0.887365,-0.349509,-0.7613340000000001,0.365358,1.404887,0.259054,I
0.043885,0.69801,0.022241999999999998,0.912997,0.261718,-0.432558,0.408929,0.889652,-0.154186,-0.48621899999999996,F
0.031541,0.171981,0.253409,-0.862994,0.17234000000000002,-1.1384809999999999,0.182426,-0.489813,1.342524,-1.00817,H
0.019197,0.525284,0.068476,0.166658,0.261718,-0.01731,0.937434,0.778207,0.500624,-0.382352,F
-0.5979949999999999,-0.071406,0.352988,0.220844,0.261718,1.477585,-0.044076,-0.873713,0.375899,1.517368,E
-0.190648,-1.09206,0.402778,0.749425,0.17234000000000002,0.190314,0.257927,0.9391809999999999,0.251173,0.166421,D
0.266074,0.109171,0.207175,-0.8491790000000001,0.261718,1.8513080000000002,0.824183,-1.187195,-1.1208120000000001,1.288284,F
0.15498,-0.197025,-3.210528,-0.736839,0.351096,-0.432558,0.408929,0.22092699999999998,0.157628,-0.484375,F
0.117948,0.6273489999999999,0.075589,0.831628,0.261718,0.854712,0.257927,0.119074,0.18880999999999998,0.753446,A
0.278418,-0.3619,0.5023569999999999,-1.588745,0.261718,-1.22153,0.220177,-1.283844,-0.310094,-1.100657,F
0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.096956,0.144676,-0.27676799999999996,-0.65309,-0.955923,F
-0.00549,-0.20487600000000003,0.32098000000000004,-0.694588,0.261718,-0.058835000000000005,0.408929,-0.395629,-0.559546,-0.17252,F
-0.301743,-0.055704,0.210732,-0.147477,0.261718,0.231839,0.408929,-0.646282,0.687713,0.112198,E
0.056228999999999994,-0.09496,0.228514,-0.658066,0.17234000000000002,-0.349509,0.069175,0.033899,-0.029461,-0.23030100000000003,F
0.09326,0.10132000000000001,0.313868,0.756586,0.351096,-0.10036,0.52218,0.688314,0.438262,-0.251168,A
0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,-0.598658,0.106925,0.020443,-0.154186,-0.48521800000000004,F
0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,0.231839,0.484429,0.751958,0.31353600000000004,0.056720000000000007,A
0.117948,0.289748,0.392108,-1.747095,0.261718,1.0208110000000001,0.257927,0.241779,-0.65309,0.893117,A
0.73514,-0.28338800000000003,0.089814,-1.848127,0.976743,-1.761353,-1.1010879999999998,-2.308357,-0.777816,-0.962095,I
0.327793,-0.142067,0.48101800000000006,-2.171392,0.261718,-0.058835000000000005,0.446679,-0.073974,0.31353600000000004,-0.17763099999999998,A
-0.030177999999999996,0.572391,5.083004,-0.109553,-1.257711,0.314889,0.333428,0.8928940000000001,0.344717,0.215606,G
0.056228999999999994,-0.09496,0.228514,-0.658066,0.17234000000000002,-0.598658,-2.799857,0.8631700000000001,-0.154186,-2.083765,F
-0.128929,-0.22843000000000002,-3.210528,-0.892742,0.17234000000000002,-0.723232,0.031425,-0.029783999999999998,0.126447,-0.544903,D
0.21669899999999997,-0.29123899999999997,0.349432,0.5071100000000001,0.261718,0.9377620000000001,0.144676,-0.277563,-0.341275,0.889826,A
0.266074,0.415367,0.089814,-0.68501,0.261718,-0.058835000000000005,0.182426,-0.7647930000000001,0.251173,-0.031969,G
0.37716900000000003,0.014957,0.381439,0.29275300000000004,0.261718,-1.055431,0.069175,0.556872,0.251173,-0.876238,H
-0.42518100000000003,-0.071406,0.424116,1.8632790000000001,0.17234000000000002,0.771662,0.257927,1.153274,2.246787,0.707625,X
-0.116585,-0.016447999999999997,0.288973,0.48374700000000004,0.17234000000000002,3.5123019999999996,0.597681,-1.586065,-1.1208120000000001,2.866686,F
-0.06721,0.336855,0.22140100000000001,-0.311258,0.261718,-0.681707,0.484429,0.9290459999999999,0.219991,-0.74579,G
-0.672058,-0.613138,0.360101,0.373406,0.17234000000000002,0.480988,0.106925,-0.194912,0.9371649999999999,0.501567,E
0.13029200000000002,-1.6494939999999998,-3.210528,-2.636061,-2.419627,1.8513080000000002,0.6354310000000001,0.364504,-0.029461,1.395877,A
0.043885,-0.07925700000000001,0.061363,0.5650850000000001,0.261718,0.8962370000000001,0.220177,-0.8283790000000001,-0.996086,0.816724,A
-0.116585,-0.016447999999999997,0.288973,0.48374700000000004,0.17234000000000002,-0.889332,0.031425,0.530526,0.157628,-0.7108300000000001,F
0.229043,0.124874,0.182281,0.686496,0.261718,-0.22493400000000002,0.371178,0.720156,-0.37245700000000004,-0.281173,A
0.34013699999999997,0.399665,0.207175,-0.724993,0.261718,-1.013906,-0.157328,-0.339887,0.219991,-0.7279,A
-0.33877399999999996,-0.314793,0.449011,1.243006,0.797987,0.522513,-0.270579,0.951743,1.7790650000000001,0.797834,X
-0.635027,-0.448263,0.299642,1.407861,0.17234000000000002,0.730137,0.899684,0.385473,0.843621,1.334287,Y
-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,0.8962370000000001,0.106925,-1.7823740000000001,-1.370264,0.890441,A
0.10560399999999999,0.20338499999999998,-0.023991,0.9956780000000001,0.261718,-0.01731,-0.006326,0.8378909999999999,0.375899,0.138454,A
0.031541,0.446772,0.072032,0.600056,0.261718,-0.183409,0.295677,0.48684099999999997,0.032902,-0.21114499999999997,F
0.17966700000000002,0.321153,0.24273899999999998,0.045844,0.17234000000000002,0.14879,0.182426,0.002329,0.032902,0.15656099999999998,A
0.068573,-0.087108,0.47034899999999996,-0.099617,0.17234000000000002,-0.01731,0.861934,0.26036,0.31353600000000004,-0.334638,A
-0.252367,-0.063555,0.594823,0.8912450000000001,0.529852,-0.349509,-0.836835,1.206143,2.4338759999999997,0.361136,X
-3.4864550000000003,0.242641,3.2870199999999996,-1.488788,-3.045274,-1.8444029999999998,-3.06411,1.102911,-2.929337,-2.752439,A
0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.06573999999999999,-0.232828,0.6828,0.781258,0.32506799999999997,A
-0.042522000000000004,0.407516,-3.210528,-0.636404,0.261718,0.9792860000000001,0.55993,-0.270962,-0.247731,0.697294,A
-0.116585,-0.212727,-0.027547000000000002,-0.9279209999999999,0.351096,1.643684,0.673182,-2.038754,-1.058449,1.1869969999999999,E
-0.054866,0.179832,0.23918299999999998,-1.170087,0.261718,-1.055431,0.144676,-2.485134,-2.430434,-0.923916,E
1.0190489999999999,0.21123699999999998,-0.155578,-0.311855,0.261718,0.356414,0.182426,0.30635500000000004,-0.37245700000000004,0.33860500000000004,A
-0.030177999999999996,0.09346900000000001,0.235627,1.206186,0.261718,0.273364,0.6354310000000001,0.46726999999999996,0.46944300000000005,0.0007599999999999999,A
-0.32643,0.09346900000000001,-3.210528,0.6684140000000001,-0.095795,0.771662,-0.38383,0.6048859999999999,2.059698,1.084131,X
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.349509,0.182426,-0.5932970000000001,-0.933723,-0.29280700000000004,A
0.09326,-0.38545300000000005,0.352988,0.546705,0.261718,-0.30798400000000004,0.295677,0.46849300000000005,0.282354,-0.314529,A
0.043885,-0.157769,0.32809299999999997,0.552225,0.261718,-0.22493400000000002,0.220177,-0.134453,-0.029461,-0.20239300000000002,A
-0.412837,-0.346197,0.6019359999999999,2.211191,0.440474,0.480988,0.220177,0.9521700000000001,2.122061,0.46062700000000006,X
0.10560399999999999,-0.251983,0.466793,0.287084,0.261718,-0.01731,0.220177,0.052614999999999995,0.282354,-0.020011,A
0.13029200000000002,-0.157769,0.577041,-0.670986,0.17234000000000002,-0.889332,0.371178,0.14227599999999999,0.064084,-0.8745629999999999,C
-0.153617,-0.26768600000000004,-3.210528,-0.35177800000000004,-0.006417,0.771662,0.371178,0.035199,-0.060641999999999995,0.600961,A
-3.498799,0.517433,0.37432600000000005,-2.3686220000000002,-4.9222150000000005,-1.5952540000000002,0.220177,-2.968578,-2.399252,-1.439406,F
-0.375806,-0.29123899999999997,-3.210528,-0.835274,0.08296100000000001,0.522513,0.144676,-0.29063,-0.37245700000000004,0.513754,D
0.117948,0.171981,0.21784499999999998,1.738109,0.261718,-0.10036,0.031425,1.634291,0.095265,0.029632,A
0.31545,-0.330495,0.555703,-0.374098,0.708609,-1.8444029999999998,-1.478592,-0.650087,1.155435,-0.835902,Y
0.37716900000000003,0.179832,0.064919,-1.533962,0.261718,0.730137,0.371178,-0.135209,-0.341275,0.569497,A
-0.017834,-0.44041199999999997,0.26763400000000004,1.39515,0.261718,0.8962370000000001,0.408929,0.09649400000000001,-0.12300499999999999,0.700729,A
-0.042522000000000004,0.540986,0.253409,-0.8363780000000001,0.261718,1.394535,0.220177,0.527011,0.251173,1.256037,A
0.809204,-0.16562000000000002,0.025799000000000002,0.7121270000000001,0.887365,-0.6401819999999999,-1.516343,0.42944899999999997,1.498432,0.48053100000000004,I
0.15498,-0.377602,0.349432,0.70613,-0.006417,0.397939,0.597681,0.164156,0.812439,0.14587999999999998,A
0.352481,-0.448263,0.196506,-0.5280020000000001,0.976743,-0.515608,-1.1010879999999998,-0.398444,1.311343,0.309444,I
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.349509,0.069175,0.220869,0.064084,-0.240668,A
0.45123199999999997,-0.26768600000000004,0.335206,-0.8313360000000001,0.261718,-1.3461049999999999,-6.046392,-0.9815860000000001,-2.399252,-1.038585,A
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,2.432656,0.52218,-1.794761,-0.8401790000000001,1.969628,A
-0.215336,0.28189699999999995,0.107596,0.73922,0.08296100000000001,0.522513,0.52218,0.331518,0.781258,0.299498,E
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.356414,0.446679,1.477201,-0.060641999999999995,0.191388,F
-0.00549,-0.660245,0.345875,-0.27058899999999997,0.261718,0.397939,0.371178,-1.4788139999999999,-0.5283640000000001,0.26578,A
-0.042522000000000004,0.10132000000000001,0.288973,0.7221529999999999,0.261718,0.273364,0.333428,0.894797,0.032902,0.176379,A
-0.10424100000000001,-0.456114,0.484575,0.14380199999999999,0.261718,1.560634,0.484429,-1.28598,-0.341275,1.230142,F
0.13029200000000002,-0.275537,0.27474699999999996,-0.574878,0.261718,0.605563,0.748682,-0.103679,-0.154186,0.255365,A
0.10560399999999999,-0.149918,0.438342,0.934659,0.261718,0.14879,0.106925,0.947083,0.032902,0.190605,A
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,-0.22493400000000002,-0.119577,0.829852,0.282354,-0.024121,F
0.73514,-0.28338800000000003,0.089814,-1.848127,0.976743,-1.9274529999999999,0.182426,-1.287203,0.40708,-1.697675,I
0.192011,-0.03215,0.249852,-0.41876499999999994,0.17234000000000002,-0.432558,0.55993,0.360213,-0.154186,-0.56653,F
0.080916,0.10132000000000001,0.10404000000000001,0.14049,0.261718,0.14879,0.6354310000000001,0.297365,-0.278912,-0.085458,A
-0.030177999999999996,0.30545100000000003,-3.203415,-0.130828,0.17234000000000002,0.9377620000000001,0.069175,0.21386,0.126447,0.9566479999999999,A
0.587014,0.399665,0.064919,0.116828,-1.6152229999999999,0.854712,0.144676,-0.71672,-0.87136,0.8281040000000001,A
-0.240024,0.117022,0.235627,0.902912,0.17234000000000002,-0.515608,0.069175,1.257166,0.62535,-0.375662,E
0.068573,-0.197025,0.032912000000000004,0.615571,0.08296100000000001,0.647088,0.408929,0.13128599999999999,0.032902,0.459458,A
-0.314087,-0.040001,0.303198,1.37665,0.17234000000000002,-0.10036,0.371178,1.4719200000000001,1.7790650000000001,-0.162189,X
0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,0.024215,0.182426,0.261486,-0.185368,0.044593,A
-0.091897,-0.29909,0.562816,1.131322,0.440474,0.564038,1.541441,-0.527537,-0.278912,0.334675,Y
0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.6401819999999999,-0.157328,0.35485500000000003,-0.060641999999999995,-0.38201399999999996,F
-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,-0.598658,0.257927,0.386191,0.157628,-0.560551,F
0.10560399999999999,0.556689,-0.031104000000000003,0.619301,0.17234000000000002,0.10726500000000001,-0.912336,0.01027,-0.060641999999999995,0.7944939999999999,A
-0.030177999999999996,0.391814,0.21784499999999998,-0.07332999999999999,0.261718,1.145386,0.333428,-0.248887,0.718895,0.982819,G
0.648733,-0.197025,0.029355000000000003,0.335213,-0.185173,-1.3461049999999999,-0.9878370000000001,0.060828,0.46944300000000005,-0.605963,I
0.25373,-2.426761,0.352988,-0.05119,-0.095795,0.356414,0.371178,0.151808,-0.216549,0.23909,A
-0.48690100000000003,-0.259834,-3.210528,0.221798,0.351096,0.231839,0.295677,-2.264672,-2.711067,0.180092,E
-0.202992,0.20338499999999998,0.33165,-1.115215,0.08296100000000001,-0.10036,0.257927,0.2484,0.718895,-0.10153999999999999,D
0.031541,0.2976,-3.210528,-0.5835899999999999,-0.721442,0.605563,1.0129350000000001,0.10127,0.095265,0.106206,A
0.167323,0.588093,-0.002652,-0.309259,0.261718,0.231839,0.52218,2.132491,0.375899,0.051102999999999996,F
-0.301743,-0.511072,0.463236,0.710665,0.261718,0.813187,0.408929,0.008639,0.594169,0.618212,E
0.117948,-0.220579,-3.210528,-1.623238,0.261718,0.854712,0.182426,-1.655747,-0.746634,0.792071,A
0.13029200000000002,0.077766,-0.045329,0.285383,-0.095795,0.06573999999999999,0.446679,-0.122745,0.251173,-0.058429999999999996,A
0.068573,-0.26768600000000004,0.33165,-0.197963,-2.062114,-0.598658,0.069175,-0.246577,-0.060641999999999995,-0.46841400000000005,A
0.14263599999999999,0.06991499999999999,0.399221,0.5680390000000001,-1.168333,0.688613,-0.006326,0.022871000000000002,0.7500760000000001,0.757907,A
0.648733,-0.197025,0.029355000000000003,0.335213,-0.185173,-2.425751,-6.839150999999999,-2.806459,-1.557353,-4.04247,I
-3.498799,-0.22843000000000002,-3.210528,-0.316957,-4.9222150000000005,4.633473,-0.006326,-1.7594830000000001,-2.8357930000000002,4.391396,A
0.229043,-1.044953,0.349432,0.8424299999999999,0.261718,-0.22493400000000002,0.408929,-1.9748580000000002,-2.3368900000000004,-0.30644099999999996,A
0.13029200000000002,-0.456114,0.292529,0.202672,0.261718,1.0208110000000001,-0.044076,-0.412966,-0.185368,1.094366,A
-0.33877399999999996,-0.29123899999999997,0.520139,1.054429,0.261718,0.8962370000000001,0.031425,0.494335,1.342524,0.929162,E
0.710453,-0.10281099999999999,0.157386,1.1999790000000001,0.976743,-0.9308559999999999,-1.25209,-0.367068,0.438262,-0.012959,I
0.37716900000000003,0.164129,0.139604,-0.241825,0.17234000000000002,1.186911,0.597681,-1.582861,-0.996086,0.8332870000000001,A
0.8462350000000001,-0.09496,0.182281,-1.9810849999999998,0.6192300000000001,-2.840999,-1.1765889999999999,-1.3559139999999998,0.46944300000000005,-2.025321,I
0.019197,-0.28338800000000003,0.214288,0.857677,0.261718,0.397939,-0.195078,0.373202,0.251173,0.606892,A
0.17966700000000002,2.660806,0.096927,-1.474226,-0.006417,-1.1800059999999999,0.446679,0.281154,0.18880999999999998,-1.16866,G
-0.017834,0.336855,0.235627,-0.5111439999999999,-0.81082,0.688613,0.371178,-1.190787,-0.091823,0.533983,G
-3.498799,0.148427,-3.210528,-0.293087,-4.9222150000000005,-0.01731,-0.685833,-0.037686000000000004,-0.621908,0.528245,I
-0.351118,-0.314793,0.573485,1.670018,-0.185173,-0.6401819999999999,-4.121121,0.020152,0.718895,-1.0129920000000001,X
-0.301743,-0.314793,0.399221,0.77052,0.708609,-1.802878,-3.127027,-1.066295,-0.621908,0.5057010000000001,Y
0.080916,-0.11851300000000001,0.445454,-0.188027,0.261718,0.854712,0.257927,0.775334,0.064084,0.764983,A
0.09326,-0.087108,-2.268081,-0.164963,0.261718,-0.10036,0.257927,0.873712,0.18880999999999998,-0.10852,A
0.068573,-0.087108,0.47034899999999996,-0.099617,0.17234000000000002,0.10726500000000001,0.597681,-0.136471,0.095265,-0.11609000000000001,A
-0.215336,-0.10281099999999999,0.360101,0.941284,0.17234000000000002,0.14879,-0.723584,1.0431110000000001,0.8748020000000001,0.703526,E
0.14263599999999999,0.20338499999999998,-0.006209,-0.8348270000000001,0.261718,2.515706,0.295677,-2.397707,-2.274526,2.1981450000000002,A
-0.054866,0.22693899999999997,0.32098000000000004,-0.905841,0.261718,-1.5537290000000001,0.673182,-2.5348759999999997,-1.307901,-1.592651,H
0.21669899999999997,-0.424709,0.306755,-0.043282999999999995,0.261718,0.854712,-0.006326,-1.07841,0.375899,0.910501,A
0.488263,-0.49537,0.111153,0.334258,0.976743,-1.055431,-1.138838,-0.042054,1.436069,-0.230071,I
0.10560399999999999,0.014957,0.37788299999999997,-0.43222200000000005,0.261718,-0.557133,0.371178,-0.264031,0.9995280000000001,-0.578754,H
-0.314087,-0.236281,0.029355000000000003,0.46086099999999997,0.261718,-0.266459,-0.232828,-0.660454,0.18880999999999998,0.014684000000000001,A
0.192011,0.509582,0.07914500000000001,1.072093,0.261718,0.480988,0.484429,0.48049200000000003,0.032902,0.276304,A
0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,-0.598658,-0.006326,0.35666,-0.37245700000000004,-0.421519,F
