theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,class
0.978561,-0.8764860000000001,-0.758346,-0.42739499999999997,-1.46563,1.2062709999999999,-1.208034,-0.895827,P
-0.592354,1.477196,-0.282401,-0.860886,0.17999500000000002,-0.905826,1.523828,0.989442,N
-0.953451,1.501191,1.494597,0.6592439999999999,1.110781,-1.0953190000000002,-1.066706,-0.500765,N
-0.5251939999999999,0.307071,-1.513803,-0.8732700000000001,-0.613417,1.51739,0.360555,-0.999569,N
-0.494302,0.064749,1.241223,-0.30557199999999995,-0.115728,-1.167224,0.707021,1.3142049999999998,P
-1.345379,-1.19886,0.181179,0.332855,-0.689689,1.2455049999999999,0.9034409999999999,-0.06291000000000001,P
-0.525924,0.28630700000000003,-1.185716,0.099857,0.386101,-0.8827440000000001,0.7209939999999999,1.3851129999999998,N
0.9288360000000001,0.465692,-0.30239,-0.7869,0.48945,-1.290454,1.185075,0.610556,N
1.0345659999999999,-0.309692,0.431342,0.642417,-0.301093,-0.625927,0.9786590000000001,-0.960311,P
-1.395131,-1.058396,-1.242526,0.764681,-1.341966,-0.158021,-1.5504209999999998,0.831046,N
0.875476,1.359182,-1.385943,-0.6587850000000001,0.756259,1.029543,-0.577437,0.703673,N
1.3977979999999999,0.804601,-1.3432549999999999,-0.927264,-1.4837790000000002,0.229552,-0.696397,0.5201899999999999,P
-0.9187299999999999,0.39108000000000004,-0.714155,0.277042,0.50037,1.391241,-0.7907,0.15804,N
0.8165359999999999,0.647134,0.082467,1.385324,-0.474901,-1.126116,-0.194295,0.704012,N
1.037909,-0.798774,-0.319689,0.45441099999999995,-0.45274899999999996,-1.27705,-1.42058,-0.242402,N
-0.9839540000000001,0.471426,1.408307,0.080604,-0.826601,1.23486,-1.3844040000000002,-0.128246,P
0.044131000000000004,-1.096463,-0.9093959999999999,0.449122,0.78275,-1.1740000000000002,0.610865,-0.524282,N
1.021094,-0.185592,-0.077793,-0.33358899999999997,1.4979049999999998,-0.9081459999999999,0.9541940000000001,-1.304246,N
0.8876379999999999,-0.42881099999999994,0.48356499999999997,-1.470449,0.49718900000000005,0.8784790000000001,-0.156319,0.16075699999999998,N
0.466763,-0.344335,-1.288062,-1.269947,0.9633950000000001,-0.8989959999999999,1.268628,-0.957627,N
1.318311,0.733097,0.582427,0.82178,1.1112959999999998,0.862649,0.316827,-0.13633299999999998,P
-1.448234,0.358522,-1.2805549999999999,0.8365940000000001,0.34260799999999997,-1.2859129999999999,0.878922,0.42298199999999997,N
1.003076,-1.356096,-1.4200760000000001,0.598478,0.72621,-1.380417,-1.506734,0.986605,P
0.563703,1.033539,0.409022,-0.202012,0.627533,-1.376757,1.570522,-0.07839,N
0.793392,1.128688,0.158679,0.353417,0.9997209999999999,-1.481143,-0.732644,-1.541684,N
-1.290784,-0.160755,-1.490164,1.085399,-1.415777,-0.808275,0.9468840000000001,-0.44854399999999994,P
0.185357,-0.740229,0.635882,-0.198225,0.809416,1.184796,0.314653,1.479174,P
0.610441,-1.482474,0.480242,-1.520073,1.359202,0.21839499999999998,1.226992,-1.250528,P
0.896797,-1.3119610000000002,0.785521,0.124352,-0.09828300000000001,0.443713,-0.179017,0.054799,P
1.332951,0.15817799999999999,0.955536,0.06419,-0.680573,1.023053,-1.506039,-0.400213,P
0.12884600000000002,-0.973614,-0.54464,-0.5919270000000001,-0.726356,-1.4920930000000001,0.23908600000000002,-0.391349,N
-0.33310700000000004,0.673663,0.670888,0.714118,0.080063,-0.059265,1.3188360000000001,0.504576,P
-0.631931,-0.314781,0.84498,-1.027008,0.388492,1.079425,1.040553,-1.048894,P
-1.424334,0.117908,0.384169,-0.796712,-0.364064,-1.089156,-0.559929,-0.010111,P
0.098052,-1.5685790000000002,-1.047468,-0.788926,-1.341907,1.216091,-0.730489,1.108195,P
-1.161936,-1.067733,0.352194,0.45912,0.353696,0.6946100000000001,-0.297256,-0.27120700000000003,N
0.048979,0.685398,1.398711,-0.48927600000000004,0.856907,-0.796217,-0.8587030000000001,0.23036399999999999,N
0.038597,1.242155,0.417267,-0.8292729999999999,0.061582000000000005,0.899334,-0.3446,-0.5776100000000001,N
-0.588001,0.23699800000000001,0.732935,0.886284,-0.334427,0.516365,-0.604801,0.37529,P
0.992173,1.169491,1.0590950000000001,-0.915739,0.541988,1.218016,-1.2482959999999999,-1.42331,P
1.509421,0.805138,1.439044,-0.533309,-0.79195,0.9051620000000001,0.765336,1.2334319999999999,P
-0.597324,1.3163040000000001,0.387761,0.505537,-0.329061,-1.3214190000000001,0.6220060000000001,1.498084,N
-0.99876,-0.944317,0.910467,1.516648,0.748698,0.769472,0.9308040000000001,-0.421896,P
-1.290291,-0.995395,-0.707124,0.938124,-1.204891,-0.319046,0.9183979999999999,1.291674,P
-0.049091,0.48397399999999996,1.297931,-1.085936,-0.12928,-0.595456,0.956881,-0.38742600000000005,P
0.28873000000000004,1.298384,-0.270862,-0.523848,-0.422678,-0.208231,0.999556,0.048145,N
0.735759,-0.358848,-1.418557,-0.35917,-1.282921,-1.410524,-1.11545,0.863251,N
-0.244128,-1.44238,1.197378,0.23072800000000002,0.211706,-0.077551,0.870376,-1.029101,P
-1.534098,-1.539215,-1.063395,-0.269227,-0.604687,-1.29704,0.154912,-0.5739029999999999,N
-0.016784999999999998,-0.5907859999999999,-0.822991,-0.259817,-0.48182200000000003,0.40768000000000004,-0.191485,-0.548926,N
-0.54719,0.903165,0.526837,-0.9194690000000001,0.006692,-0.09728099999999999,-0.9075549999999999,0.043207,N
-1.229451,-1.4625290000000002,0.021490000000000002,1.351289,-0.72734,-0.573024,-1.273495,-1.3469200000000001,N
0.00027,1.0603049999999998,-0.57689,0.127251,0.567141,-0.353614,-1.094279,1.170034,N
0.484303,0.868346,0.631644,-0.32448499999999997,-1.151362,1.008369,-0.616816,0.004803,P
0.566746,-0.47132799999999997,0.586986,-1.430864,-1.098377,-1.0924969999999998,-0.506627,-1.414491,P
-0.142474,1.443288,-0.923766,0.018555000000000002,-0.25603200000000004,-0.127339,1.080278,0.089361,P
-1.0484,-1.13135,-1.0056040000000002,0.131083,0.03296,-0.754872,1.4259819999999999,-1.300332,N
1.000284,0.674148,-0.123449,-0.23887199999999997,-1.0375889999999999,0.906057,-0.822067,-1.367979,P
0.688321,0.201942,1.189786,-1.346235,-0.769914,0.045794,-0.5265449999999999,0.471884,P
1.1604290000000002,-1.026384,1.166361,-0.355006,1.23599,-0.091678,-0.25201599999999996,-1.273839,P
1.160215,1.4767299999999999,-0.334808,1.52755,-1.280324,0.308589,-0.44455900000000004,-0.36154400000000003,P
0.64293,0.656158,0.45871899999999993,-0.077475,0.086931,1.0004790000000001,1.4325620000000001,0.667485,P
1.2160309999999999,-0.264176,0.717743,-1.338547,0.336307,-1.077963,0.43433,-1.011994,P
-0.038683999999999996,1.521048,-0.5947399999999999,0.91653,0.09628300000000001,0.211777,1.22332,-0.21993600000000002,P
-1.5180690000000001,0.701654,1.06431,0.695399,0.6553359999999999,1.26896,-0.294831,-0.9659709999999999,P
1.38019,0.615362,-0.27526999999999996,-1.3098049999999999,-0.008813,-1.056604,1.28196,-1.425249,N
-0.704491,1.01489,1.54449,-0.07762899999999999,0.67445,-0.795639,0.523304,-0.453323,P
-0.682632,-0.295498,-1.1811969999999998,1.238211,-0.269478,-1.460421,0.488759,-0.856243,N
-1.071619,1.269694,0.22369099999999997,1.0125819999999999,-0.278093,1.334551,-1.122428,-1.369419,P
0.8163699999999999,0.348783,-0.727665,-0.097497,0.530917,0.80445,-0.5191,-0.06814400000000001,N
0.975035,0.168465,-0.529704,-0.934428,-0.236445,1.167405,0.68404,1.377918,N
0.646291,-0.9397059999999999,0.957777,1.221156,-0.021527,-0.346254,-0.441845,0.7136939999999999,P
-1.270192,1.456939,-0.23019099999999998,1.567819,-1.078754,0.845749,1.274202,-0.980583,N
1.543282,0.487266,-0.5192100000000001,-1.454193,0.926868,-0.293199,0.322509,0.20686500000000002,N
-0.575004,-0.721904,0.178447,0.202417,0.431417,1.242161,-0.240087,-1.3712389999999999,P
-0.813615,-1.089466,-1.415035,-1.379745,0.945478,1.140717,-0.49776499999999996,-0.7024189999999999,N
-0.048467,0.037384,-0.8956209999999999,-1.0451549999999998,0.781204,-0.393947,-1.43066,0.054541,N
-0.04137,-1.1370559999999998,1.419192,-0.368473,-1.190996,0.288054,0.491458,-0.9568190000000001,P
-1.492051,1.435822,1.164134,1.263405,1.118257,-0.740476,-1.405843,-0.514338,P
-1.231374,0.976749,-0.341949,-1.140857,0.5432170000000001,-0.203157,1.547839,0.892325,N
-0.07822799999999999,-0.085748,0.845608,1.118232,-1.140729,-0.167506,1.431222,0.595992,P
-1.310028,1.102333,-0.281452,0.29080700000000004,0.8686159999999999,1.380227,-0.027351999999999998,-0.50553,P
-0.34680700000000003,-0.509238,0.9912540000000001,-1.439273,1.1103969999999999,-0.464659,0.954299,-0.276402,N
0.996445,-0.046144,1.228404,1.54024,-1.432901,-1.554241,-0.780738,-0.642775,P
0.520785,0.569377,0.632699,-1.2588030000000001,-0.6043970000000001,1.031395,-0.941526,-0.40261199999999997,P
1.4504489999999999,0.369369,-1.1071790000000001,0.748168,-0.8691959999999999,-0.018175999999999998,-1.290184,0.127365,N
-1.260406,0.80081,-0.164378,-1.20218,1.12057,-0.41289799999999993,0.902384,-0.5630310000000001,N
0.8187810000000001,-1.052858,-1.254661,0.267486,-1.517801,0.365334,0.5279689999999999,-0.368394,P
-0.24148699999999998,0.57092,-0.962686,-0.032424,1.373866,0.380479,-0.641482,0.344148,N
-0.112778,-1.486243,0.3585,-0.395566,-0.44466300000000003,1.253472,-1.041675,-0.075237,N
-0.14738099999999998,-0.100336,1.194855,-0.8119310000000001,1.5548110000000002,-0.660412,-0.569383,0.881483,P
-0.43812,-1.02635,-0.25863800000000003,-0.073425,0.215825,-0.08114099999999999,0.10315799999999999,-0.38860700000000004,N
1.555939,-0.24585900000000002,0.519044,1.278385,-0.22591799999999998,0.139061,1.070926,0.46351800000000004,P
-0.661196,-1.4099389999999998,-0.7659020000000001,-0.33565300000000003,0.166458,0.363286,0.586544,1.339242,N
-0.14438,-1.545519,-0.70419,1.118481,-1.284628,0.355446,1.1527459999999998,1.5003540000000002,P
0.6193770000000001,-0.600156,-0.9373889999999999,0.87623,0.44381499999999996,0.359628,0.259848,0.34087199999999995,N
0.12328900000000001,1.316453,1.3219,0.792684,1.15539,0.48084399999999994,-1.467396,-1.387873,P
-1.0577159999999999,-1.38929,0.998194,-0.5545939999999999,0.378567,-0.330075,0.155313,0.983669,N
1.3942940000000001,-0.551896,0.502815,-1.395959,-0.593576,0.673416,0.649663,0.661718,N
1.2067729999999999,0.893492,-1.0477969999999999,0.12021400000000002,0.5442359999999999,1.405365,0.009784000000000001,0.8885,N
1.039752,1.20587,1.238124,1.269267,0.744577,0.42135900000000004,-0.74511,1.361756,P
-0.280043,1.005598,0.370681,0.812528,-0.610312,-0.96314,0.6795800000000001,0.731278,N
-0.5708479999999999,0.579807,0.816746,-0.009273,0.306361,-1.075808,1.466552,0.539383,N
-0.05767100000000001,-1.2929549999999999,0.318818,-0.567218,1.200985,-0.355007,1.474684,0.673342,N
-0.314706,-0.45854300000000003,0.6318600000000001,-0.771883,0.8725959999999999,-0.008014,1.244293,-0.080196,N
-1.360878,1.089053,0.006331,-0.499724,1.2798260000000001,-0.570665,-0.759321,0.065648,N
1.156472,-0.185298,-0.361228,-0.404037,1.4364370000000002,0.096049,1.2469649999999999,0.186197,N
1.427082,-0.0606,0.5483819999999999,0.9506180000000001,-0.891425,0.927905,-0.186828,0.107002,P
0.709079,1.439178,-0.6663100000000001,0.358599,-0.768141,-0.354406,-1.519427,0.9014610000000001,N
-0.271321,-0.5057159999999999,0.164625,1.462099,-0.30315,-1.384962,-1.0248389999999998,0.0026420000000000003,N
-1.316765,0.378415,1.096178,-0.153948,-1.004264,0.067248,-0.071862,-0.627714,P
1.539788,-0.898806,0.042619,0.791694,-0.6165109999999999,0.6061529999999999,-0.985527,-1.063851,P
-1.240102,0.385322,-0.5051260000000001,1.5394860000000001,1.522144,0.593741,-0.525346,0.113499,N
0.1741,1.555735,-1.225093,1.482272,0.176385,-0.200799,0.232206,1.174427,N
-1.30541,0.395316,0.1154,0.018591999999999997,-0.595043,0.453759,-1.240921,0.8514459999999999,N
-0.133409,0.313715,-0.277538,-0.770895,0.179546,-1.422395,0.760962,0.49841199999999997,N
-0.474361,1.4996200000000002,-1.282147,-0.44872799999999996,0.932359,1.293018,0.9370860000000001,0.8818379999999999,N
-0.968934,0.360175,-0.395452,0.149678,0.17491199999999998,-0.6380239999999999,-1.506083,-1.562929,N
1.110683,0.6839569999999999,1.5100719999999999,-0.706407,1.514823,1.556813,-1.055863,-1.4283290000000002,P
-0.533163,0.35736999999999997,0.463312,-0.498458,1.0883260000000001,1.144041,-1.244184,-1.069024,N
-1.109686,0.585096,1.19468,1.458789,0.055709,0.102618,-0.8435600000000001,0.643356,P
0.43308199999999997,0.7283689999999999,0.596071,1.486423,0.694728,1.4832969999999999,-0.744834,-1.429651,P
1.363589,1.361898,1.401867,0.5684739999999999,1.546381,-1.437108,1.392627,-0.35675999999999997,N
0.940679,-0.669729,0.169059,-0.963195,1.3793879999999998,-0.8629469999999999,-1.160986,0.5326350000000001,P
1.435318,0.361609,-1.0877860000000001,-0.689087,-0.154352,-0.927168,0.242916,0.646295,N
-0.562189,0.579076,0.322821,-1.027763,-0.635705,1.206594,-0.636039,-1.0579319999999999,N
1.087553,-1.241467,-1.232002,1.221806,-1.366865,-1.274983,-1.177068,0.899175,N
-0.287231,-0.064456,0.1644,1.15159,0.641774,1.0412139999999999,0.40769,0.45135600000000003,P
0.359867,0.961829,-1.534645,1.506383,-0.28474499999999997,1.523944,0.285866,-0.609795,N
0.363454,-0.969289,-1.438132,0.068522,0.682099,-0.324469,0.730999,0.13780699999999999,N
0.6034,1.054267,-0.602005,-0.653153,-0.687895,-1.429375,0.08094,-0.449305,N
0.508667,-1.0473860000000002,0.334257,1.451845,-1.417309,-1.1223290000000001,0.7058369999999999,1.351122,N
-0.741274,1.513971,-1.099274,-1.511836,-1.294089,1.2362030000000002,-0.512533,0.019479,P
-0.000465,-0.839348,0.664506,-0.412071,0.8957729999999999,-1.43718,-0.16189,-0.336254,N
-1.0415809999999999,0.547375,-0.6586569999999999,0.5059140000000001,-0.50379,1.086566,-0.216975,-0.47037399999999996,P
-0.092989,-0.052082,1.187725,-0.19886099999999998,-0.512263,-0.890117,-1.3501729999999998,1.0840299999999998,P
0.231302,1.5488549999999999,1.466,-0.543569,0.8506239999999999,-0.28304,-0.8782549999999999,1.534612,P
-1.09146,1.3431959999999998,0.033791,0.59202,-0.38169699999999995,0.296021,-0.689577,-0.183906,N
0.420192,0.34833000000000003,0.237985,0.32971999999999996,-0.555478,0.9581069999999999,-0.42541,-0.48147399999999996,P
-1.507124,-0.303232,0.906273,0.8810549999999999,1.01237,-0.29627,0.5095109999999999,-1.104697,P
-0.383077,-0.38603699999999996,1.142266,0.30051,0.331856,0.433613,0.379583,-0.533266,P
1.3592389999999999,0.8512790000000001,0.9634520000000001,-1.142652,-0.48832200000000003,0.156584,1.520171,0.916392,P
-0.325374,-1.013131,0.605093,0.226814,-1.2255639999999999,-0.648279,0.014058000000000001,-0.298313,N
-1.3622299999999998,0.9469110000000001,1.347792,-0.809103,0.27674299999999996,0.8923700000000001,1.311723,-1.5375590000000001,P
-1.072717,1.024286,-0.32259699999999997,1.2913569999999999,0.666646,0.12845499999999999,-0.069266,0.8558469999999999,N
-1.017711,0.56603,-1.423133,0.993625,0.251689,0.975642,1.161184,1.1231309999999999,N
0.403443,0.053136,0.421676,-1.043922,0.17113699999999998,-0.107721,0.510882,-1.401147,P
0.597889,1.329269,0.8048850000000001,-0.606042,-0.069862,-1.310942,-1.194058,-0.548844,P
-0.93321,0.65889,-1.470783,1.23676,1.407096,-0.24123499999999998,1.144295,-0.997915,N
0.594627,1.0744559999999999,-1.432842,0.452847,1.2657120000000002,0.645347,0.235083,1.098624,N
0.625042,-0.9191969999999999,0.494263,1.370758,0.095496,0.798074,1.3749559999999998,-0.47516400000000003,P
-0.138151,-1.372757,0.02399,0.9269950000000001,0.178929,0.19978800000000002,1.118841,0.100328,P
0.348837,1.538268,-1.295635,1.199951,1.128651,-0.552,-0.802078,-1.318338,N
0.741263,0.444441,0.389453,0.952598,-0.45194399999999996,-0.9538540000000001,-0.24187600000000004,1.195077,N
-0.39157,-0.824382,0.730928,0.851043,-0.48440600000000006,-1.349458,0.62805,1.4732530000000001,N
-0.156858,-0.93465,-1.138324,0.26044,0.390077,0.559317,-1.364216,-0.312237,N
1.070309,-1.173125,1.215039,-1.223024,-1.23779,-0.099179,-0.613912,1.299089,P
-0.607838,-0.8243520000000001,0.790315,1.254795,1.303525,0.748008,1.251683,-1.416613,P
-0.795507,-0.596544,1.23708,0.731121,0.48511400000000005,-0.969485,-0.16434400000000002,1.447953,N
0.418788,-0.208594,0.18679300000000001,-1.1383940000000001,0.775506,-1.3694790000000001,-1.0049139999999999,-0.985188,P
-1.44777,0.7166899999999999,1.535336,1.058194,-0.343031,1.183466,1.100208,-0.2877,N
0.820931,-0.691105,-0.943275,-1.066395,0.745484,-1.211546,-0.437691,0.509563,P
1.5645,-1.226324,1.156742,0.45992,-1.0869309999999999,-0.567076,-0.394946,0.9160149999999999,P
-1.024411,-0.502208,0.8860879999999999,0.27973000000000003,-1.542158,-1.4464780000000002,-0.554719,-1.068597,N
-1.5129709999999998,0.326592,-0.9283399999999999,0.175714,-1.47861,1.095661,-1.034598,-0.958226,P
1.441411,0.153686,0.376276,0.717635,-0.37688,-0.79805,1.446474,-0.9224110000000001,P
0.031939999999999996,-1.115534,1.253276,0.336562,-1.3485200000000002,0.08504400000000001,-0.8710209999999999,1.352598,P
0.775781,-0.35327,-1.118523,-0.345831,0.326627,1.28807,0.8737159999999999,1.287633,N
-0.30493600000000004,0.5441520000000001,-1.462353,-0.772209,-1.069912,-0.46853900000000004,-0.367023,-0.763965,P
0.44757700000000006,-1.433817,0.32353000000000004,0.289394,0.594914,0.541489,-0.070346,0.7867310000000001,N
-0.8953700000000001,0.270955,-1.030714,0.09146599999999999,-0.28623899999999997,0.078086,-0.480542,-1.2380799999999998,N
0.13531500000000002,0.292271,1.1936950000000002,-0.738165,1.28852,0.8873270000000001,0.916659,-0.7881239999999999,P
-1.080381,-0.350957,-1.388817,0.172648,-0.086219,0.8772790000000001,0.07735399999999999,1.264465,N
0.970672,1.367921,0.043354000000000004,0.028225999999999998,-0.861823,1.00861,1.227603,0.42750200000000005,P
0.8078810000000001,0.220644,-0.389786,-0.696807,0.334969,-0.08373,1.142192,-0.5773659999999999,N
1.406724,0.18194100000000002,0.978916,-0.6852189999999999,-0.536288,-1.52014,-0.395544,1.272684,P
-0.15792,-0.8658299999999999,0.077296,-0.12026400000000001,-1.3010760000000001,-1.444279,-0.272692,-0.131472,N
-0.398408,1.366911,0.762508,-0.45749300000000004,0.525438,0.31831,-1.492397,-0.342003,N
0.282552,-1.039613,-0.683355,0.8476309999999999,-1.453843,-0.45596800000000004,1.119573,-0.945609,P
-1.4405940000000002,1.269588,0.44370699999999996,1.120958,-0.663033,-0.673556,-1.078457,0.761677,N
-0.27925700000000003,0.140085,-0.454559,1.470959,0.489858,-0.00657,-1.3425280000000002,0.371155,N
1.341017,0.418338,0.03675,1.277079,-1.210893,-0.035242,-0.8911979999999999,1.429218,N
-0.524384,-1.2153559999999999,0.40821999999999997,1.273719,1.325988,-0.632246,0.551024,1.430448,N
-0.804956,0.542413,0.150398,-0.09763,-0.981477,-0.636562,-0.445745,-0.898013,N
-1.3849129999999998,-0.853086,-0.375496,-0.27786500000000003,-1.516684,-1.199337,1.401982,-1.0302850000000001,P
-0.29625100000000004,-1.036303,-0.40815300000000004,0.052613,-0.49321400000000004,0.5283680000000001,0.953625,1.0715270000000001,N
0.789389,0.811283,0.37138899999999997,-1.318863,1.410815,-0.085599,-0.16404200000000002,-0.046935000000000004,N
-0.836651,1.280011,0.890825,-0.690637,0.587236,1.5156889999999998,0.216977,1.431651,P
0.792941,0.9456180000000001,-0.005565,0.625817,-0.8237629999999999,0.200041,0.44218900000000005,-0.297822,P
1.388683,0.665816,-1.209877,-0.21394699999999997,0.7418319999999999,1.553404,-0.35530900000000004,0.7156859999999999,N
0.136125,-1.327129,1.208436,-1.3211709999999999,-0.715471,0.5152220000000001,-0.02547,0.322562,N
-1.450488,-0.351181,0.47784799999999994,0.5438069999999999,1.262284,1.258022,0.15715,-0.8610200000000001,P
-1.5234020000000001,-0.9210149999999999,-0.44941400000000004,1.4786059999999999,0.348202,1.248185,-0.676763,0.643912,N
1.501454,-0.785623,0.989874,-1.234707,-1.0446229999999999,-1.112753,-1.5083309999999999,0.25635399999999997,P
1.251623,-1.275349,0.06360700000000001,0.48103,-0.905314,1.294977,-0.850131,1.469985,P
0.7804270000000001,-1.1458709999999999,-0.715382,-1.071413,0.101659,0.44379799999999997,-0.8269139999999999,0.329586,N
0.34278400000000003,-1.541441,-0.14936300000000002,-0.77537,-0.11258,-1.366114,0.273408,1.569224,P
0.825566,0.805064,-1.368753,0.726144,1.3428120000000001,-0.622848,0.739653,0.18063099999999999,N
-0.795891,0.067163,1.443481,0.905574,-0.018086,0.240288,0.11673900000000001,-0.21686999999999998,P
-1.3008790000000001,0.107037,-0.694585,0.464124,1.05895,1.362143,0.772995,0.15748299999999998,P
0.136847,-0.612823,0.32512800000000003,1.538638,-1.2169370000000002,-0.10846700000000001,-0.9840909999999999,1.09774,N
