attr1,attr2,attr3,attr4,attr5,attr6,class
0.7523966,1.5602381,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.023885418,-0.3994177,0.35508128,1.2775954,-0.37786573,1.5102441,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.63298162,0.57377479,0.40016284,0.21302988,0.87326361,0.77589157,0
-0.07351462,-0.44807732,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
0.5726813000000001,1.016135,0.30999972,0.89615771,-0.37786573,1.2908525,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.43887362,-0.43038291,0.40016284,0.20796655,1.1834202,0.95871792,0
-0.29557565,-0.41711211,0.98622311,0.84974384,0.23006743,1.1750624,0
0.49713651,-0.32421646,-0.45638679,1.0370871,-0.37786573,1.0440369,1
-0.33300928,-0.43038291,0.2198366,1.0809693,1.1035761999999998,0.56868837,0
-0.035064692,-0.24901522,0.08459192,1.1476365,-0.37786573,0.9465295,0
-0.053188667,-0.45250093,0.40016284,-0.85955255,-0.37786573,-0.94572324,0
0.44767669,0.025248116,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
-0.089944765,-0.38172329,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.0721916,0.53838598,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
-0.020836525,-0.27998044,1.2116308999999998,0.88982855,-0.37786573,0.90996423,0
-0.24967288,-0.39057049,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
1.1191107,0.83919093,-0.27606055,2.1252815,-0.37786573,0.86730475,0
0.031164037999999998,-0.16054318,0.98622311,0.034125496,-0.37786573,0.9952832,0
-0.33555003,-0.45250093,-0.32114211,0.90375271,-0.37786573,1.0166129000000002,0
-0.23646101,-0.43923012,0.58048907,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.31082012,-0.37729969,-0.41130523,1.4265417,-0.37786573,1.1080261,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.3279278,-0.34633447,3.3304641999999998,0.20332516,-0.37786573,1.1141203000000002,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.21935333,-0.44807732,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
-0.36586957,-0.37287609,2.9698117,-0.85955255,-0.37786573,-0.94572324,0
-0.21427184,-0.35960528,-0.36622367,-0.021571153,1.6510914,1.1049790000000002,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.18666242,-0.40826490000000004,-0.36622367,0.80712747,2.9729444,0.94957661,0
0.04573097,-0.26228603,-0.230979,0.51261034,-0.37786573,1.3152293,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.16921113,0.047366127,0.71573375,-0.85955255,-0.37786573,-0.94572324,0
0.061483584,-0.38614689,-0.27606055,0.60628198,1.2022205,1.1141203000000002,0
-0.13788014,-0.43480652,0.30999972,-0.85955255,-0.37786573,-0.94572324,0
-0.01423059,-0.17381398,0.49032595,-0.85955255,-0.37786573,-0.94572324,0
-0.43988992,-0.45250093,0.67065219,-0.16545416,0.62543471,1.4462549,0
-0.27253957,-0.32864006,0.40016284,1.0497454,1.4823821000000001,0.63877181,0
0.35536299,-0.42595931,-0.41130523,1.1033323999999998,-0.37786573,1.2725698,0
0.60960678,1.8787375,-0.27606055,0.85354134,0.68819037,1.047084,0
0.82116607,3.263325,-0.41130523,1.6231678,1.4062258,0.48641652,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.065723004,-0.27998044,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.80626037,2.3520629,0.35508128,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.06894128,-0.36845248,-0.14081588,-0.85955255,-0.37786573,-0.94572324,0
-0.029136289,0.13141457,1.6173648999999999,0.84974384,-0.37786573,0.90082291,0
-0.78441482,-0.44807732,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.34740683,-0.42595931,1.9329359,0.46661841,-0.37786573,0.63877181,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.22951631,-0.38172329,-0.59163147,0.28180679999999997,-0.37786573,0.38281492,0
0.13787529,-0.17823759,0.71573375,1.2780173000000001,-0.37786573,1.2116277,0
0.67261723,-0.14284877,-0.36622367,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.33419496,-0.43038291,3.150138,0.16914767,-0.37786573,1.2908525,0
5.211233099999999,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
1.0865891,-0.38172329,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
0.80524407,2.2812853,0.35508128,0.95227631,-0.37786573,0.77284447,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.10180157,-0.29767485,0.08459192,0.87463855,-0.37786573,1.5254796,0
-0.18175032,-0.33748727,0.40016284,0.8417269000000001,-0.37786573,0.61439496,0
0.13143874,-0.42153571,-0.36622367,1.5337156,-0.37786573,1.4066425,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.2818877,5.0770019,-0.45638679,0.96198103,2.1703896,0.18780014,0
1.2241281000000002,-0.43038291,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2.6393226000000003,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.12585395,-0.28882764,0.08459192,1.2695783999999999,1.6873421999999998,1.1720153,0
0.58352181,0.28181705,-0.14081588,1.1691557,0.57611257,1.0105187,0
1.0979378,1.1267251,-0.27606055,0.65860307,1.0312722,0.92215265,0
0.47867377,0.60474001,-0.32114211,0.96915408,-0.37786573,0.85206922,0
4.7310324999999995,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.5299968,-0.42595931,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.12331320000000001,-0.43923012,1.1665493,0.28307264,-0.37786573,0.94957661,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.59300725,-0.08534194,-0.230979,1.5392008,2.5001367,1.4188309,0
-0.46377291,-0.4038413,1.8878543,0.7303335999999999,-0.37786573,0.78198578,0
-0.41126419999999997,-0.39057049,0.98622311,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.4425952,0.029671718,0.80589687,0.31514040000000004,0.25653939,1.3944541000000001,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.09875267800000001,-0.37287609,0.12967348,0.7493211,0.65078721,1.2999938,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.40262083,-0.063223929,0.08459192,0.49995201,0.30046177,1.1994393,0
0.082317686,-0.27998044,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.28338008,-0.35960528,0.17475504,0.20079349999999999,0.46913820000000006,1.1567798,0
-0.12924161,-0.35518168,0.26491816,-0.25026497,-0.37786573,0.8916815999999999,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.88908863,1.0869127,0.08459192,0.78307664,1.0312722,0.9983303,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.15176954,-0.18708479,1.1214678,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.40702478,-0.20920279999999997,0.12967348,1.2856123,-0.37786573,1.1750624,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2.51923,-0.44365372,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
-0.020667142,-0.18708479,1.6624465,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.260344,-0.4038413,0.67065219,0.6970000000000001,0.59017169,1.2969467,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.075881134,0.23315742,0.039510361,1.7252783,-0.37786573,1.3396062,0
0.020154146,-0.27998044,-0.45638679,-0.85955255,-0.37786573,-0.94572324,0
-0.27812921,-0.39499409999999996,-0.230979,1.8172621,1.7567817,0.78808,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.41159812,4.5152044,-0.27606055,0.08644659,-0.37786573,0.14514066,0
-0.39517282,-0.43038291,-0.59163147,0.17294517,-0.37786573,0.270072,0
0.64839547,0.1889214,0.17475504,1.0050193,-0.37786573,1.1902979999999999,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.8701546000000002,-0.45250093,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
0.2718572,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.25102794,-0.29767485,0.35508128,0.80164219,0.85031466,0.55649995,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.93363634,-0.45250093,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.34266411,-0.33306367,0.67065219,0.13117269,1.3770869,0.95871792,0
0.44632162,-0.34191087,0.85097843,2.3451145,0.42709256,1.3030409,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.020662295,-0.30209845,0.30999972,0.79657886,-0.37786573,1.0562253000000001,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
7.864616900000001,-0.45250093,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
-0.11721542,-0.43480652,0.08459192,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.47274536,-0.072071133,-0.095734317,0.84805606,-0.37786573,1.1781095,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.1084395,2.1530007999999996,-0.41130523,1.3058656000000002,2.99428,0.96785924,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.46445045,-0.45250093,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.18141155,-0.45250093,0.17475504,-0.85955255,-0.37786573,-0.94572324,0
-0.1173848,-0.45250093,0.67065219,0.73539693,-0.37786573,0.62963049,0
0.14617505,-0.45250093,-0.41130523,0.97084186,-0.37786573,1.0562253000000001,0
0.11314538,-0.23132081,-0.095734317,0.91978659,0.62869431,1.2725698,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.03726667,0.22873382,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.17226003,-0.063223929,-0.050652758,0.7227385999999999,-0.37786573,1.1232616000000002,0
0.08807670599999999,-0.036682315,0.35508128,0.41767287,0.75499585,1.1842038000000001,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.022186742000000002,-0.40826490000000004,0.2198366,0.69784389,-0.37786573,1.4249251,0
0.47359228,-0.45250093,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.33097669,-0.44365372,0.44524439,1.2489032,-0.37786573,0.87339896,0
1.4746455,2.8784716,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
0.16582348,-0.041105917,1.1214678,1.4919431,-0.37786573,1.0897435,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.32741965,-0.3994177,0.40016284,-0.18401971,-0.37786573,0.84597501,0
-0.30810999,-0.45250093,-0.230979,-0.85955255,-0.37786573,-0.94572324,0
-0.3099732,-0.31979286,0.2198366,0.80712747,0.61990325,0.96176503,0
-0.012197995,-0.4038413,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.30573863,-0.33306367,-0.18589744,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.37992836,-0.39057049,0.76081531,-0.85955255,-0.37786573,-0.94572324,0
-0.069280046,-0.17823759,0.35508128,1.0678889999999999,0.25113964,1.1872508999999998,0
-0.17768513,-0.40826490000000004,0.039510361,1.5278083,-0.37786573,0.95871792,0
-0.093332424,-0.35960528,0.40016284,0.52147117,-0.37786573,0.47118099,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.44327758,-0.45250093,0.30999972,0.87084106,2.4767598,0.90082291,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.40312897,-0.45250093,-0.41130523,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.27372041,0.36144189,0.67065219,-0.85955255,-0.37786573,-0.94572324,0
-0.34994758,-0.44365372,0.71573375,1.2181011999999998,1.0804627,1.3335119,1
0.84098388,2.8032703,-0.45638679,1.7075566000000002,-0.37786573,0.85511633,0
0.56827734,1.6487101000000002,0.08459192,0.63497419,0.94497497,0.80026842,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.22934692,-0.35960528,0.17475504,2.0189515,-0.37786573,0.78198578,0
0.32995554,-0.14727237,0.53540751,0.83117829,-0.062572837,1.0988848,0
-0.036758521,-0.44365372,-0.050652758,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.29506266,-0.072071133,0.2198366,0.28729208,-0.37786573,0.70276103,0
0.9360076999999999,0.43664312,-0.0055711987,0.55818032,-0.37786573,1.0379426999999999,0
0.68142515,4.0463026,-0.0055711987,1.1282271000000001,-0.37786573,0.44375703,0
0.40821046,0.48087915,-0.14081588,1.5552347,-0.37786573,1.1842038000000001,0
-0.10129342,-0.3994177,0.30999972,1.182236,-0.37786573,1.3609358999999999,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.029983204,-0.32864006,-0.14081588,0.71134611,0.75018876,1.6107986,0
0.5230521,0.68878845,0.039510361,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.077749193,-0.38614689,-0.18589744,0.27716542,-0.37786573,1.0897435,0
0.38805389,-0.04552952,0.30999972,0.14594074,-0.37786573,1.1781095,0
0.29929723,-0.20477920000000002,1.1214678,1.6172605,0.042096764,1.0227071,0
0.78305491,-0.45250093,0.53540751,-0.85955255,-0.37786573,-0.94572324,0
0.69785529,-0.43038291,-0.095734317,-0.85955255,-0.37786573,-0.94572324,0
-0.17531377,-0.43923012,-0.14081588,0.70037556,-0.37786573,1.2847583,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
2.1750439,-0.35518168,-0.50146835,2.3649457999999997,-0.37786573,0.38890913,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
0.64924239,0.43664312,-0.27606055,1.4138833999999998,1.5995633,1.3152293,0
-0.043703222,-0.24901522,-0.050652758,0.5560706,-0.37786573,0.62963049,0
0.41413887,0.08717854800000001,0.53540751,0.70881444,0.51767013,0.95567082,0
0.30861329,-0.31536926,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
-0.2554319,-0.42595931,0.2198366,0.64130335,1.1084163,1.1994393,0
0.77407761,0.75514249,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,0
0.21172625,-0.25343882,0.30999972,0.59910892,0.91320203,1.2390517,0
-0.27186204,-0.38172329,0.2198366,0.92442798,0.92498929,0.91605844,0
0.1844556,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,0
-0.13889643,-0.24459162,1.8878543,-0.26039163,-0.37786573,0.93434108,0
-0.29676133,-0.45250093,0.08459192,0.28222875,-0.37786573,0.94957661,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.064367941,-0.35960528,0.2198366,-0.85955255,-0.37786573,-0.94572324,0
0.18377807,0.44106673,0.76081531,-0.85955255,-0.37786573,-0.94572324,0
-0.40025431,-0.45250093,0.71573375,0.1856035,-0.37786573,0.88558738,0
0.35654867,-0.44365372,-0.41130523,1.7058688000000002,2.9945434,1.2542872,0
-0.25306054,-0.42153571,1.2567125,-0.85955255,-0.37786573,-0.94572324,0
0.017105254,-0.18266119,0.80589687,1.4459511,-0.37786573,1.1080261,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
1.6972146000000001,-0.43923012,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0
-0.47190329999999997,-0.41268851,-0.59163147,0.6303328,-0.37786573,0.35234386,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
9.2864173,-0.26228603,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
0.37247066,-0.067647531,-0.0055711987,0.78476442,0.29545712,1.1689682,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.0044063799,-0.15611958,1.3468756000000002,-0.85955255,-0.37786573,-0.94572324,0
0.67210908,0.078331343,-0.14081588,1.515572,1.0499738,1.3030409,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.19682539999999998,-0.40826490000000004,0.26491816,-0.85955255,-0.37786573,-0.94572324,0
-0.4827438,-0.45250093,0.71573375,-0.16587611,-0.37786573,0.86730475,0
0.30691946,0.55608039,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0
-0.39839109999999994,-0.45250093,0.2198366,0.36830539,-0.37786573,0.85511633,0
0.22578504,-0.15611958,0.12967348,-0.089504186,0.41201277,0.65400734,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
-0.50374729,-0.37287609,3.5107904000000003,0.67421501,-0.37786573,0.61744207,0
1.6384387999999999,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,0
1.4455116000000001,4.6921485,-0.0055711987,0.86408995,-0.37786573,0.64486602,0
0.20884674,-0.041105917,0.2198366,1.4235881000000001,0.60762211,0.7911271,0
-0.14363916,-0.2003556,0.2198366,-0.15659333,-0.37786573,1.0866964,0
0.30048291,-0.12515436,-0.0055711987,0.98139046,-0.37786573,1.0592723999999998,0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0
