dataset,accuracy_1,accuracy_mean,accuracy_std,error_1,f1score_1,f1score_mean,f1score_std,model_1,precision_1,precision_mean,precision_std,recall_1,recall_mean,recall_std,time_1
cifar-10,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,442.3566164970398
connect-4,0.8534635879218473,0.8534635879218473,0.0,,0.8456342032667391,0.8456342032667391,0.0,"Pipeline(memory=None,
     steps=[('robustscaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)), ('xgbclassifier', XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=1.0, max_delta_step=0,
       max_dep...      reg_alpha=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=1.0))])",0.8412869636490108,0.8412869636490108,0.0,0.8534635879218473,0.8534635879218473,0.0,14581.989620685576
dataset_183_adult,0.8592252886741463,0.8592252886741463,0.0,,0.8545520541702094,0.8545520541702094,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=4,
              max_features=0.7500000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ...   subsample=0.55, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.8535871725867807,0.8535871725867807,0.0,0.8592252886741463,0.8592252886741463,0.0,14414.283187627792
dataset_185_yeast,0.6226415094339622,0.6226415094339622,0.0,,0.6138138826248689,0.6138138826248689,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.25, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=15,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",0.6266385198642009,0.6266385198642009,0.0,0.6226415094339622,0.6226415094339622,0.0,14417.981022357939
dataset_187_abalone,0.24880382775119614,0.24880382775119614,0.0,,0.22367100629789735,0.22367100629789735,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_rate=0.001, max_delta_step=0,
       max_depth=8, min_child_weight=4, missing=None, n_estimators=100,
       n_jobs=1, nthread=1,...obs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",0.21531282766269152,0.21531282766269152,0.0,0.24880382775119614,0.24880382775119614,0.0,14505.75958418846
dataset_194_eucalyptus,0.6956521739130435,0.6956521739130435,0.0,,0.6817516806342635,0.6817516806342635,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7f8713dd9d90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
        ...   subsample=0.25, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.6925786754597011,0.6925786754597011,0.0,0.6956521739130435,0.6956521739130435,0.0,14403.71001625061
dataset_31_credit-g,0.76,0.76,0.0,,0.740842105263158,0.740842105263158,0.0,"Pipeline(memory=None,
     steps=[('zerocount', ZeroCount()), ('stackingestimator', StackingEstimator(estimator=LogisticRegression(C=10.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
  ...tors=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",0.7452003410059677,0.7452003410059677,0.0,0.76,0.76,0.0,14403.762135982512
dataset_42_soybean,0.9298245614035088,0.9298245614035088,0.0,,0.9096592054849768,0.9096592054849768,0.0,"Pipeline(memory=None,
     steps=[('onehotencoder', OneHotEncoder(categorical_features=[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True],
       dtype=<class 'float'>...ng=True)), ('bernoullinb', BernoulliNB(alpha=0.01, binarize=0.0, class_prior=None, fit_prior=True))])",0.8949100555748755,0.8949100555748755,0.0,0.9298245614035088,0.9298245614035088,0.0,14430.113756895063
dataset_54_vehicle,0.8584905660377359,0.8584905660377359,0.0,,0.8574675470061507,0.8574675470061507,0.0,"Pipeline(memory=None,
     steps=[('robustscaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
       with_scaling=True)), ('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('stackingestimator', StackingEstimator(estimator=BernoulliNB(alpha=1.0, bin...penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",0.8590863713505222,0.8590863713505222,0.0,0.8584905660377359,0.8584905660377359,0.0,14406.49522304535
dataset_60_waveform-5000,0.8656,0.8656,0.0,,0.8655600845582059,0.8655600845582059,0.0,"Pipeline(memory=None,
     steps=[('minmaxscaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('stackingestimator', StackingEstimator(estimator=LogisticRegression(C=0.1, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2',....7000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.8665180258320121,0.8665180258320121,0.0,0.8656,0.8656,0.0,14418.035231590271
dataset_6_letter,0.9594,0.9594,0.0,,0.9594802069726692,0.9594802069726692,0.0,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.5, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=2, min_samples_split=8,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.9598755124116004,0.9598755124116004,0.0,0.9594,0.9594,0.0,14564.69857430458
dataset_9_autos,0.8269230769230769,0.8269230769230769,0.0,,0.8295733252254991,0.8295733252254991,0.0,"Pipeline(memory=None,
     steps=[('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.6500000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_sam...    subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.8384532134532134,0.8384532134532134,0.0,0.8269230769230769,0.8269230769230769,0.0,14402.249497175215
devnagari,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,15840.000926256182
eye_movements,0.7710314557425019,0.7710314557425019,0.0,,0.7715126651030283,0.7715126651030283,0.0,"Pipeline(memory=None,
     steps=[('rfe', RFE(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.35000000000000003,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=1,
           min_sampl...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.7727697213715892,0.7727697213715892,0.0,0.7710314557425019,0.7710314557425019,0.0,14522.802842378616
hiva_agnostic,0.9688090737240076,0.9688090737240076,0.0,,0.9604949356185394,0.9604949356185394,0.0,"Pipeline(memory=None,
     steps=[('linearsvc', LinearSVC(C=0.01, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
     verbose=0))])",0.9650530541529468,0.9650530541529468,0.0,0.9688090737240076,0.9688090737240076,0.0,14432.22049331665
jm1,0.8188831741366642,0.8188831741366642,0.0,,0.7786449837485064,0.7786449837485064,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=LinearSVC(C=0.001, class_weight=None, dual=True, fit_intercept=True,
     intercept_scaling=1, loss='squared_hinge', max_iter=1000,
     multi_class='ovr', penalty='l2', random_state=None, tol=0.01,
     verbose=0))), ('randomforestclassifier'...ors=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.7893168268328249,0.7893168268328249,0.0,0.8188831741366642,0.8188831741366642,0.0,14431.044615983965
kin8nm,0.8740234375,0.8740234375,0.0,,0.8740775472182001,0.8740775472182001,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7fba7e535d90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
        ....9000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.8745067579271517,0.8745067579271517,0.0,0.8740234375,0.8740234375,0.0,14458.923965454102
mnist_784,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,14413.93623137474
php0FyS2T,0.6325,0.6325,0.0,,0.6186476015814251,0.6186476015814251,0.0,"Pipeline(memory=None,
     steps=[('kneighborsclassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=1, p=2,
           weights='uniform'))])",0.6749057539682539,0.6749057539682539,0.0,0.6325,0.6325,0.0,14623.705560684204
php3CTpvq,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,14543.986703395845
php5s7Ep8,0.7983539094650206,0.7983539094650206,0.0,,0.796684167654805,0.796684167654805,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=5,
              max_features=0.55, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m....9000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.8002753357987218,0.8002753357987218,0.0,0.7983539094650206,0.7983539094650206,0.0,14461.063052177431
php7KLval,0.8,0.8,0.0,,0.771376811594203,0.771376811594203,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('functiontransformer', FunctionTransformer(accept_sparse=False, check_inverse=True,
          func=<function copy at 0x7fbeef4e0d90>, inv_kw_args=None,
          inverse_func=None, kw_args=None, pass_y='deprecated',
        ...=0, reg_lambda=1, scale_pos_weight=1, seed=None,
       silent=True, subsample=0.7000000000000001))])",0.7883289124668434,0.7883289124668434,0.0,0.8,0.8,0.0,14408.022137403488
phpB0xrNj,0.9610256410256409,0.9610256410256409,0.0,,0.96110448978859,0.96110448978859,0.0,"Pipeline(memory=None,
     steps=[('logisticregression', LogisticRegression(C=0.5, class_weight=None, dual=False, fit_intercept=True,
          intercept_scaling=1, max_iter=100, multi_class='warn',
          n_jobs=None, penalty='l2', random_state=None, solver='warn',
          tol=0.0001, verbose=0, warm_start=False))])",0.961766866100792,0.961766866100792,0.0,0.9610256410256409,0.9610256410256409,0.0,14514.8129196167
phpCsX3fx,0.7975,0.7975,0.0,,0.7943387723387726,0.7943387723387726,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None, criterion='gini',
            max_depth=None, max_features=0.1, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=3, min_samples_split=4,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",0.8498035714285714,0.8498035714285714,0.0,0.7975,0.7975,0.0,14473.597905397417
phpEZ030X,0.75,0.75,0.0,,0.7420634920634921,0.7420634920634921,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=GaussianNB(priors=None, var_smoothing=1e-09))), ('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.4, max_leaf_nodes=None,
            min_impuri...obs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",0.8409090909090908,0.8409090909090908,0.0,0.75,0.75,0.0,14401.290639162064
phpGReJjU,1.0,1.0,0.0,,1.0,1.0,0.0,"Pipeline(memory=None,
     steps=[('decisiontreeclassifier', DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=10,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=4, min_samples_split=19,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best'))])",1.0,1.0,0.0,1.0,1.0,0.0,14443.90032052994
phpGUrE90,0.8674242424242424,0.8674242424242424,0.0,,0.8681053484218789,0.8681053484218789,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator-1', StackingEstimator(estimator=GaussianNB(priors=None, var_smoothing=1e-09))), ('stackingestimator-2', StackingEstimator(estimator=GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=9,
              ...tors=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.8694317284489185,0.8694317284489185,0.0,0.8674242424242424,0.8674242424242424,0.0,14402.456915378569
phpHyLSNF,0.8951048951048951,0.8951048951048951,0.0,,0.8912092281955778,0.8912092281955778,0.0,"Pipeline(memory=None,
     steps=[('onehotencoder', OneHotEncoder(categorical_features=[True, True, False, True, True, True, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, True, False, True, False, False, True, False, False, False...g=1e-09))), ('bernoullinb', BernoulliNB(alpha=0.1, binarize=0.0, class_prior=None, fit_prior=True))])",0.915431627196333,0.915431627196333,0.0,0.8951048951048951,0.8951048951048951,0.0,14582.46666574478
phpN4gaxw,0.9965497412305924,0.9965497412305924,0.0,,0.9965493799400956,0.9965493799400956,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=8,
              max_features=0.15000000000000002, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
....6000000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.9965569258143678,0.9965569258143678,0.0,0.9965497412305924,0.9965497412305924,0.0,14662.628735065458
phpNevWWL,0.7142857142857143,0.7142857142857143,0.0,,0.7002226472381272,0.7002226472381272,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.35000000000000003,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_s...    subsample=0.3, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False))])",0.7103199934313735,0.7103199934313735,0.0,0.7142857142857143,0.7142857142857143,0.0,14429.251846075058
phpPbCMyg,0.6143790849673203,0.6143790849673203,0.0,,0.6006262036739503,0.6006262036739503,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None,
            criterion='entropy', max_depth=None, max_features=0.1,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=2,
            min_samples_split=7, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.596499443216516,0.596499443216516,0.0,0.6143790849673203,0.6143790849673203,0.0,14448.486364364624
phpTJRsqa,0.686530612244898,0.686530612244898,0.0,,0.671087799412648,0.671087799412648,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features=0.05, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=3,
            min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False))])",0.6960782788639933,0.6960782788639933,0.0,0.686530612244898,0.686530612244898,0.0,14407.352947950363
phpYLeydd,0.690562980963953,0.690562980963953,0.0,,0.6798387990168009,0.6798387990168009,0.0,"Pipeline(memory=None,
     steps=[('polynomialfeatures', PolynomialFeatures(degree=2, include_bias=False, interaction_only=False)), ('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.9000000000000001,
           max_leaf_nodes=None, min...tors=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",0.6946258307498485,0.6946258307498485,0.0,0.690562980963953,0.690562980963953,0.0,14558.307830572128
phpbL6t4U,0.9945370902817712,0.9945370902817712,0.0,,0.9945361336136844,0.9945361336136844,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=4,
              max_features=0.6000000000000001, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
 ....8500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.994551938671959,0.994551938671959,0.0,0.9945370902817712,0.9945370902817712,0.0,14622.106049060823
phpfLuQE4,0.8646153846153846,0.8646153846153846,0.0,,0.8646410205429719,0.8646410205429719,0.0,"Pipeline(memory=None,
     steps=[('randomforestclassifier', RandomForestClassifier(bootstrap=False, class_weight=None,
            criterion='entropy', max_depth=None, max_features=0.4,
            max_leaf_nodes=None, min_impurity_decrease=0.0,
            min_impurity_split=None, min_samples_leaf=3,
            min_samples_split=15, min_weight_fraction_leaf=0.0,
            n_estimators=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.8663048197433055,0.8663048197433055,0.0,0.8646153846153846,0.8646153846153846,0.0,14475.309634923935
phphQEck0,0.9995103240022852,0.9995103240022852,0.0,,0.9995105059976908,0.9995105059976908,0.0,"Pipeline(memory=None,
     steps=[('kneighborsclassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
           metric_params=None, n_jobs=None, n_neighbors=3, p=1,
           weights='distance'))])",0.9995112304080516,0.9995112304080516,0.0,0.9995103240022852,0.9995103240022852,0.0,14412.881936788559
phpoOxxNn,0.835,0.835,0.0,,0.8296443001443001,0.8296443001443001,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator', StackingEstimator(estimator=ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.2, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=2, min_samp...',
           metric_params=None, n_jobs=None, n_neighbors=92, p=1,
           weights='distance'))])",0.8597559523809525,0.8597559523809525,0.0,0.835,0.835,0.0,14406.77829027176
phprAeXmK,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,14603.96918964386
phpvcoG8S,0.6682363585126737,0.6682363585126737,0.0,,0.6613356220947455,0.6613356220947455,0.0,"Pipeline(memory=None,
     steps=[('extratreesclassifier', ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=None, max_features=0.7000000000000001,
           max_leaf_nodes=None, min_impurity_decrease=0.0,
           min_impurity_split=None, min_samples_leaf=13,
           min_samples_split=17, min_weight_fraction_leaf=0.0,
           n_estimators=100, n_jobs=None, oob_score=False,
           random_state=None, verbose=0, warm_start=False))])",0.6674884562021358,0.6674884562021358,0.0,0.6682363585126736,0.6682363585126736,0.0,14690.076296806335
pokerhand-normalized,,,,A pipeline has not yet been optimized. Please call fit() first.,,,,,,,,,,,14670.635401725769
shuttle,0.9997241379310344,0.9997241379310344,0.0,,0.9997082939874944,0.9997082939874944,0.0,"Pipeline(memory=None,
     steps=[('gradientboostingclassifier', GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.1, loss='deviance', max_depth=2,
              max_features=0.55, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              m....8500000000000001, tol=0.0001,
              validation_fraction=0.1, verbose=0, warm_start=False))])",0.9997242233699236,0.9997242233699236,0.0,0.9997241379310344,0.9997241379310344,0.0,14434.929380416868
solar-flare_1,0.7594936708860759,0.7594936708860759,0.0,,0.747542418529491,0.747542418529491,0.0,"Pipeline(memory=None,
     steps=[('stackingestimator-1', StackingEstimator(estimator=BernoulliNB(alpha=0.1, binarize=0.0, class_prior=None, fit_prior=True))), ('stackingestimator-2', StackingEstimator(estimator=XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
       colsample_bytree=1, gamma=0, learning_r...ors=100, n_jobs=None, oob_score=False,
            random_state=None, verbose=0, warm_start=False))])",0.7363924050632911,0.7363924050632911,0.0,0.7594936708860759,0.7594936708860759,0.0,14400.866743087769
umistfacescropped,0.9791666666666666,0.9791666666666666,0.0,,0.9797508201674868,0.9797508201674868,0.0,"Pipeline(memory=None,
     steps=[('zerocount', ZeroCount()), ('extratreesclassifier', ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='gini',
           max_depth=None, max_features=0.5, max_leaf_nodes=None,
           min_impurity_decrease=0.0, min_impurity_split=None,
           min_samples_leaf=5, min_samples_split=12,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=None,
           oob_score=False, random_state=None, verbose=0, warm_start=False))])",0.9841269841269842,0.9841269841269842,0.0,0.9791666666666666,0.9791666666666666,0.0,14538.543251752852
wine-quality-red,0.6975,0.6975,0.0,,0.6731492715590284,0.6731492715590284,0.0,"Pipeline(memory=None,
     steps=[('featureunion', FeatureUnion(n_jobs=None,
       transformer_list=[('fastica', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
    n_components=None, random_state=None, tol=0.15000000000000002,
    w_init=None, whiten=True)), ('functiontransformer', FunctionTransfor...',
           metric_params=None, n_jobs=None, n_neighbors=72, p=1,
           weights='distance'))])",0.6675514167483112,0.6675514167483112,0.0,0.6975,0.6975,0.0,14402.35159277916
